#label	id	bgsl_curator_meta
Trifucosyl-Lewis y Antigen	https://glycosmos.org/glycans/show/G74917JX	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood Group B Type 2	https://glycosmos.org/glycans/show/G94956AW	"{""keep"": true, ""suggested_class"": ""1A""}"
Chindroitin Sulfate D Unit	https://glycosmos.org/glycans/show/G46732TY	"{""keep"": true, ""suggested_class"": ""1A""}"
1-6 beta Galactan	https://glycosmos.org/glycans/show/G69386QK	"{""keep"": true, ""suggested_class"": ""1C""}"
beta 1-4 Galactan	https://glycosmos.org/glycans/show/G77076MY	"{""keep"": true, ""suggested_class"": ""1C""}"
Blood Group H	https://glycosmos.org/glycans/show/G00068MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood Group H Type 1	https://glycosmos.org/glycans/show/G40696TO	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood Group H Type 2	https://glycosmos.org/glycans/show/G61459JW	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood Group H Type 3	https://glycosmos.org/glycans/show/G94435QH	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood Group H Type 4	https://glycosmos.org/glycans/show/G35778AN	"{""keep"": true, ""suggested_class"": ""1A""}"
Arabinogalactan Type I	https://glycosmos.org/glycans/show/G98272RS	"{""keep"": true, ""suggested_class"": ""1C""}"
Sialyl 6-Sulfo LacNAc	https://glycosmos.org/glycans/show/G99745QX	"{""keep"": true, ""suggested_class"": ""1B""}"
GalNAc Disialyl Lc4	https://glycosmos.org/glycans/show/G33532XU	"{""keep"": true, ""suggested_class"": ""1A""}"
6'-Sulfo Sialyl Lewis x	https://glycosmos.org/glycans/show/G00672PE	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl 6-Sulfo Lewis x	https://glycosmos.org/glycans/show/G80722US	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis a- Lewis x Hybrid Antigen	https://glycosmos.org/glycans/show/G07357YR	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis a	https://glycosmos.org/glycans/show/G00053MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Dimeric Lewis a	https://glycosmos.org/glycans/show/G21808VY	"{""keep"": true, ""suggested_class"": ""1A""}"
3'-Sulfo Lewis a	https://glycosmos.org/glycans/show/G78706CK	"{""keep"": true, ""suggested_class"": ""1A""}"
Disialyl Lewis a	https://glycosmos.org/glycans/show/G93400AK	"{""keep"": true, ""suggested_class"": ""1A""}"
Disialyl Lewis c	https://glycosmos.org/glycans/show/G14000ZZ	"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis c	https://glycosmos.org/glycans/show/G46776WR	"{""keep"": true, ""suggested_class"": ""1A""}"
2-6 Sialyl i-Lewis x	https://glycosmos.org/glycans/show/G93855LZ	"{""keep"": true, ""suggested_class"": ""1A""}"
Arabinogalactan Type ll	https://glycosmos.org/glycans/show/G12828SG	"{""keep"": true, ""suggested_class"": ""1C""}"
Sialyl Lewis x	https://glycosmos.org/glycans/show/G00054MO	"{""keep"": true, ""suggested_class"": ""1A""}"
3'-Sulfo Lewis x	https://glycosmos.org/glycans/show/G12295TB	"{""keep"": true, ""suggested_class"": ""1A""}"
