#label	id	#tags	bgsl_curator_meta
beta 1-4 Galactan	https://api.glycosmos.org/wurcs2image/latest/png/binary/G77076MY		"{""keep"": true, ""suggested_class"": ""1C""}"
1-3,1-4 beta Glucan	https://api.glycosmos.org/wurcs2image/latest/png/binary/G46558JB		"{""keep"": true, ""suggested_class"": ""1C""}"
Blood Group H	https://api.glycosmos.org/wurcs2image/latest/png/binary/G00068MO		"{""keep"": true, ""suggested_class"": ""1A""}"
Blood Group H Disaccharide	https://api.glycosmos.org/wurcs2image/latest/png/binary/G00068MO		"{""keep"": true, ""suggested_class"": ""1A""}"
Blood Group H Type 1	https://api.glycosmos.org/wurcs2image/latest/png/binary/G40696TO		"{""keep"": true, ""suggested_class"": ""1A""}"
Blood Group H Type 2	https://api.glycosmos.org/wurcs2image/latest/png/binary/G61459JW		"{""keep"": true, ""suggested_class"": ""1A""}"
Blood Group H Type 3	https://api.glycosmos.org/wurcs2image/latest/png/binary/G94435QH		"{""keep"": true, ""suggested_class"": ""1A""}"
Blood Group H Type 4	https://api.glycosmos.org/wurcs2image/latest/png/binary/G35778AN		"{""keep"": true, ""suggested_class"": ""1A""}"
Arabinogalactan Type I	https://api.glycosmos.org/wurcs2image/latest/png/binary/G98272RS		"{""keep"": true, ""suggested_class"": ""1C""}"
Human Natural Killer]1	https://api.glycosmos.org/wurcs2image/latest/png/binary/G54406UD		"{""keep"": true}"
Sialyl 6-Sulfo LacNAc	https://api.glycosmos.org/wurcs2image/latest/png/binary/G99745QX		"{""keep"": true, ""suggested_class"": ""1B""}"
GalNAc Disialyl Lc4	https://api.glycosmos.org/wurcs2image/latest/png/binary/G33532XU		"{""keep"": true, ""suggested_class"": ""1A""}"
GalNAc Disialyl Lc4 (Hexasaccharide)	https://api.glycosmos.org/wurcs2image/latest/png/binary/G97932OH		"{""keep"": true, ""suggested_class"": ""1A""}"
6'-Sulfo Sialyl Lewis x	https://api.glycosmos.org/wurcs2image/latest/png/binary/G00672PE		"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl 6-Sulfo Lewis x	https://api.glycosmos.org/wurcs2image/latest/png/binary/G80722US		"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis a- Lewis x Hybrid Antigen	https://api.glycosmos.org/wurcs2image/latest/png/binary/G07357YR		"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis a- Lewis x Hybrid Antigen	https://api.glycosmos.org/wurcs2image/latest/png/binary/G74578MX		"{""keep"": true, ""suggested_class"": ""1A""}"
Neu5Gc(a2-3)Gal / Monosialoganglioside	https://api.glycosmos.org/wurcs2image/latest/png/binary/G53517XC		"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac(a2-3)Gal / Monosialoganglioside	https://api.glycosmos.org/wurcs2image/latest/png/binary/G77824XV		"{""keep"": true, ""suggested_class"": ""2A""}"
C-Series Gangliosides Oligosaccharide / Hemato- or Ganglio-Type	https://api.glycosmos.org/wurcs2image/latest/png/binary/G45770AV		"{""keep"": true, ""suggested_class"": ""1B""}"
6,6'- Disulfo Sialyl Lewis x	https://api.glycosmos.org/wurcs2image/latest/png/binary/G00659GQ		"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis a	https://api.glycosmos.org/wurcs2image/latest/png/binary/G00053MO		"{""keep"": true, ""suggested_class"": ""1A""}"
Dimeric Lewis a	https://api.glycosmos.org/wurcs2image/latest/png/binary/G21808VY		"{""keep"": true, ""suggested_class"": ""1A""}"
3'-Sulfo Lewis a	https://api.glycosmos.org/wurcs2image/latest/png/binary/G78706CK		"{""keep"": true, ""suggested_class"": ""1A""}"
Disialyl Lewis a	https://api.glycosmos.org/wurcs2image/latest/png/binary/G93400AK		"{""keep"": true, ""suggested_class"": ""1A""}"
Disialyl Lewis c	https://api.glycosmos.org/wurcs2image/latest/png/binary/G14000ZZ		"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis c	https://api.glycosmos.org/wurcs2image/latest/png/binary/G46776WR		"{""keep"": true, ""suggested_class"": ""1A""}"
2-6 Sialyl i-Lewis x	https://api.glycosmos.org/wurcs2image/latest/png/binary/G93855LZ		"{""keep"": true, ""suggested_class"": ""1A""}"
Arabinogalactan Type ll	https://api.glycosmos.org/wurcs2image/latest/png/binary/G12828SG		"{""keep"": true, ""suggested_class"": ""1C""}"
Sialyl Lewis x	https://api.glycosmos.org/wurcs2image/latest/png/binary/G00054MO		"{""keep"": true, ""suggested_class"": ""1A""}"
3'-Sulfo Lewis x	https://api.glycosmos.org/wurcs2image/latest/png/binary/G12295TB		"{""keep"": true, ""suggested_class"": ""1A""}"
Internal Lewis x	https://api.glycosmos.org/wurcs2image/latest/png/binary/G64227KZ		"{""keep"": true, ""suggested_class"": ""1A""}"
Dimeric Lewis x	https://api.glycosmos.org/wurcs2image/latest/png/binary/G79535HZ		"{""keep"": true, ""suggested_class"": ""1A""}"
6-Sulfo Lewis x	https://api.glycosmos.org/wurcs2image/latest/png/binary/G89307GT		"{""keep"": true, ""suggested_class"": ""1A""}"
Sialyl Lewis x-i	https://api.glycosmos.org/wurcs2image/latest/png/binary/G06597DS		"{""keep"": true, ""suggested_class"": ""1A""}"
Lac	https://api.glycosmos.org/wurcs2image/latest/png/binary/G84224TW		"{""keep"": true, ""suggested_class"": ""3B""}"
Neu5Ac	https://api.glycosmos.org/wurcs2image/latest/png/binary/G76685HR		"{""keep"": true, ""suggested_class"": ""3B""}"
NeuAc	https://api.glycosmos.org/wurcs2image/latest/png/binary/G76685HR		"{""keep"": true, ""suggested_class"": ""3B""}"
NeuNAc	https://api.glycosmos.org/wurcs2image/latest/png/binary/G76685HR		"{""keep"": true, ""suggested_class"": ""3B""}"
GalNAc	https://api.glycosmos.org/wurcs2image/latest/png/binary/G39738WL		"{""keep"": true, ""suggested_class"": ""3B""}"
