name	sequence	category	detail_url	bgsl_curator_meta
Blood group A Lewis Y antigen pentaose type2	GalNAc a1-3 (Fuc a1-2) Gal b1-4 (Fuc a1-3) GlcNAc	Blood group A antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2126	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group A antigen tetraose type 5	GalNAc a1-3 (Fuc a1-2) Gal b1-4 Glc	Blood group A antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2768	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group B antigen hexaose type 1	Gal a1-3 (Fuc a1-2) Gal b1-3 GlcNAc b1-3 Gal b1-4 Glc	Blood group B antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2127	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group B antigen hexaose type 2	Gal a1-3 (Fuc a1-2) Gal b1-4 GlcNAc b1-3 Gal b1-4 Glc	Blood group B antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2128	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group B antigen pentaose type 1	Gal a1-3 (Fuc a1-2) Gal b1-3 GlcNAc b1-3 Gal	Blood group B antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2129	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group B antigen pentaose type 2	Gal a1-3 (Fuc a1-2) Gal b1-4 GlcNAc b1-3 Gal	Blood group B antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2130	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group B antigen pentaose type 4	Gal a1-3 (Fuc a1-2) Gal b1-3 GalNAc b1-3 Gal	Blood group B antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2131	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group B antigen tetraose type 1	Gal a1-3 (Fuc a1-2) Gal b1-3 GlcNAc b	Blood group B antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2132	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group B antigen tetraose type 2	Gal a1-3 (Fuc a1-2) Gal b1-4 GlcNAc	Blood group B antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2133	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group B antigen tetraose type 5	Gal a1-3 (Fuc a1-2) Gal b1-4 Glc b	Blood group B antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2134	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group B antigen triose	Gal a1-3 (Fuc a1-2) Gal b	Blood group B antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2135	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group B Lewis Y antigen pentaose type1	Gal a1-3 (Fuc a1-2) Gal b1-3 (Fuc a1-4) GlcNAc	Blood group B antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2136	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group B Lewis Y antigen pentaose type2	Gal a1-3 (Fuc a1-2) Gal b1-4 (Fuc a1-3) GlcNAc	Blood group B antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2137	"{""keep"": true, ""suggested_class"": ""1A""}"
3-Fucosylated Blood group B tetraose	Gal a1-3 (Fuc a1-2) Gal b1-4 (Fuc a1-3) Glc	Blood group B antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2747	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group H antigen pentaose type 2	Fuc a1-2 Gal b1-4 GlcNAc b1-3 Gal b1-4 Glc	Blood group H antigens (Blood group O)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2138	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group H antigen tetraose type 1	Fuc a1-2 Gal b1-3 GlcNAc b1-3 Gal	Blood group H antigens (Blood group O)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2139	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group H antigen tetraose type 2	Fuc a1-2 Gal b1-4 GlcNAc b1-3 Gal	Blood group H antigens (Blood group O)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2140	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group H antigen triaose type 2	Fuc a1-2 Gal b1-4 GlcNAc b	Blood group H antigens (Blood group O)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2141	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group H antigen triose type 1	Fuc a1-2 Gal b1-3 GlcNAc b	Blood group H antigens (Blood group O)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2142	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group H antigen triose type 3	Fuc a1-2 Gal b1-3 GalNAc a	Blood group H antigens (Blood group O)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2143	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group H antigen triose type 4	Fuc a1-2 Gal b1-3 GalNAc b	Blood group H antigens (Blood group O)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2144	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group H antigen triose type 5	Fuc a1-2 Gal b1-4 Glc	Blood group H antigens (Blood group O)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2145	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group H antigen triose type 5 (2'-Fucosyllactose)	Fuc a1-2 Gal b1-4 Glc b	Blood group H antigens (Blood group O)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2146	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Blood group H antigen triose type 5"", ""notes"": ""Has structure 2'-fucosyllactose, not a free glycan, not referring to the HMO with the same structure.""}"
Blood group H antigen triose type 6	Fuc a1-2 Gal b1-4 Glc b	Blood group H antigens (Blood group O)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2147	"{""keep"": true, ""suggested_class"": ""1A""}"
Lacto-N-fucopentaose I	Fuc a1-2 Gal b1-3 GlcNAc b1-3 Gal b1-4 Glc b	Blood group H antigens (Blood group O)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2148	"{""keep"": true, ""suggested_class"": ""1A"", ""notes"": ""Has abbreviation LNFP I.""}"
LNT-2	GlcNAc b1-3 Gal b1-4 Glc b	Blood group H antigens (Blood group O)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2149	"{""keep"": true, ""suggested_class"": ""1A"", ""notes"": ""Is abbreviation of Lacto-N-tetraose.""}"
Blood Group H antigen tetraose type 1	Fuc a1-2 Gal b1-3 GlcNAc b1-3 Gal	Blood group H antigens (Blood group O)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2746	"{""keep"": true, ""suggested_class"": ""1A""}"
Blood group H antigen tetraose type 4 (Globo H tetraose)	Fuc a1-2 Gal b1-3 GalNAc b1-3 Gal	Blood group H antigens (Blood group O) and Globo H tetraose	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2150	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Blood group H antigen tetraose type 4"", ""notes"": ""Has synonym Globo H tetraose. Not the full Globo H structure.""}"
Core 4	GlcNAc b1-3 (GlcNAc b1-6) GalNAc a	Core structures	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2151	"{""keep"": true, ""suggested_class"": ""1A""}"
a2-3 Neu5Ac on Core 1	Neu5Ac a2-3 Gal b1-3 GalNAc a	Core structures (Type 1)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2156	"{""keep"": true, ""suggested_class"": ""1A""}"
Core type 1 triose	Gal b1-3 GlcNAc b1-4 Gal	Core structures (Type 1)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2157	"{""keep"": true, ""suggested_class"": ""1A""}"
Lacto-N-triose	GlcNAc b1-3 Gal b1-4 Glc	Core structures (Type 1)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2159	"{""keep"": true, ""suggested_class"": ""1A""}"
a-Galactose on Core 2	Gal b1-3 (Gal a1-3 Gal b1-4 GlcNAc b1-6) GalNAc a	Core structures (Type 2)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2161	"{""keep"": true, ""suggested_class"": ""1A""}"
b-galactosylated Core 2	Gal b1-3 (Gal b1-4 GlcNAc b1-6) GalNAc a	Core structures (Type 2)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2162	"{""keep"": true, ""suggested_class"": ""1A""}"
Core 2	Gal b1-3 (GlcNAc b1-6) GalNAc a	Core structures (Type 2)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2163	"{""keep"": true, ""suggested_class"": ""1A""}"
Core type 2 triose	Gal b1-4 GlcNAc b1-4 Gal	Core structures (Type 2)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2164	"{""keep"": true, ""suggested_class"": ""1A""}"
disialyl Core 2	Neu5Ac a2-3 Gal b1-3 (Neu5Ac a2-3 Gal b1-4 GlcNAc b1-6) GalNAc a	Core structures (Type 2)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2165	"{""keep"": true, ""suggested_class"": ""1A""}"
disialyl Core 2 with sLex on Core 2	Neu5Ac a2-3 Gal b1-3 (Neu5Ac a2-3 Gal b1-4 (Fuc a1-3) GlcNAc b1-6) GalNAc a	Core structures (Type 2)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2166	"{""keep"": true, ""suggested_class"": ""1A""}"
Lacto-N-neooctaose	Gal b1-4 GlcNAc b1-3 Gal b1-4 GlcNAc b1-3 Gal b1-4 GlcNAc b1-3 Gal b1-4 Glc	Core structures (Type 2)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2169	"{""keep"": true, ""suggested_class"": ""1A"", ""notes"": ""Has abbreviation LNnO.""}"
LN3 Type 2 [I antigen]	Gal b1-4 GlcNAc b1-3 Gal b1-4 GlcNAc b1-3 Gal b1-4 GlcNAc b	Core structures (Type 2)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2172	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""LN3 Type 2"", ""notes"": ""Three type 2 LacNAc repeats. Has broad synonyms i antigen.""}"
Para-Lacto-N-neohexaose	Gal b1-4 GlcNAc b1-3 Gal b1-4 GlcNAc b1-3 Gal b1-4 Glc	Core structures (Type 2)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2174	"{""keep"": true, ""suggested_class"": ""1A""}"
SLex on Core 2	Neu5Ac a2-3 Gal b1-3 (Gal b1-4 (Fuc a1-3) GlcNAc b1-6) GalNAc a	Core structures (Type 2)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2175	"{""keep"": true, ""suggested_class"": ""1A""}"
a-Galactose on Core 2	Gal b1-3 (Gal a1-3 Gal b1-4 GlcNAc b1-6) GalNAc a	Core structures (Type 2)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2758	"{""keep"": true, ""suggested_class"": ""1A""}"
N-Acetyl-D-Lactosamine (LacNAc)	Gal b1-4 GlcNAc b	Core structures (Type 2)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2765	"{""keep"": true, ""suggested_class"": ""2A"", ""preferred_label_override"": ""N-Acetyl-D-Lactosamine"", ""notes"": ""Has abbreviation LacNAc.""}"
Core type 4 (Elicityl)	Gal b1-3 GalNAc b1-3 Gal	Core structures (Type 4)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2176	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Core type 4""}"
3'-sulpho Lewis A [3S-Gal-3(Fuc)-GlcNAc]	Gal [3S] b1-3 (Fuc a1-4) GlcNAc b	Fucosylated oligosaccharides	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2177	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""3'-sulpho Lewis A"", ""notes"": ""Has structure 3S-Gal-3(Fuc)-GlcNAc.""}"
Fuc-(GlcNAc-Man-(Gal-GlcNAc-Man)-Man-GlcNAc)-GlcNAc	Fuc a1-6 (GlcNAc b1-2 Man a1-6 (Gal b1-4 GlcNAc b1-2 Man a1-3) Man b1-4 GlcNAc b1-4)GlcNAc b	Fucosylated oligosaccharides	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2179	"{""keep"": true, ""suggested_class"": ""2A""}"
3S-Gal-4(Fuc)-GlcNAc	Gal [3S] b1-4 (Fuc a1-3) GlcNAc b	Fucosylated oligosaccharides	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2180	"{""keep"": true, ""suggested_class"": ""2A""}"
a-3Galactosyl-3Fucosyllactose	Gal a1-3 Gal b1-4 (Fuc a1-3) Glc	Fucosylated oligosaccharides (3 Fucosyllactose core)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2181	"{""keep"": true, ""suggested_class"": ""2A""}"
a-4Galactosyl-3Fucosyllactose	Gal a1-4 Gal b1-4 (Fuc a1-3) Glc	Fucosylated oligosaccharides (3 Fucosyllactose core)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2182	"{""keep"": true, ""suggested_class"": ""2A""}"
3-Fucosylated Blood group A tetraose	GalNAc a1-3 (Fuc a1-2) Gal b1-4 (Fuc a1-3) Glc	Fucosylated oligosaccharides (3 Fucosyllactose core)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2183	"{""keep"": true, ""suggested_class"": ""1A""}"
3-Fucosylated Blood group B tetraose	Gal a1-3 (Fuc a1-2) Gal b1-4 (Fuc a1-3) Glc	Fucosylated oligosaccharides (3 Fucosyllactose core)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2184	"{""keep"": true, ""suggested_class"": ""1A""}"
3-Fucosyllactose	Gal b1-4 (Fuc a1-3) Glc b	Fucosylated oligosaccharides (Lacto-Series)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2185	"{""keep"": true, ""suggested_class"": ""1A""}"
A-tetra Lactose	GalNAc a1-3 (Fuc a1-2) Gal b1-4 Glc b	Fucosylated oligosaccharides (Lacto-Series)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2188	"{""keep"": true, ""suggested_class"": ""2A""}"
A-tetra type 2	GalNAc a1-3 (Fuc a1-2) Gal b1-4 GlcNAc b	Fucosylated oligosaccharides (Lacto-Series)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2189	"{""keep"": true, ""suggested_class"": ""2A""}"
B-tetra Lactose	Gal a1-3 (Fuc a1-2) Gal b1-4 Glc b	Fucosylated oligosaccharides (Lacto-Series)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2190	"{""keep"": true, ""suggested_class"": ""2A""}"
B-tetra type 2	Gal a1-3 (Fuc a1-2) Gal b1-4 GlcNAc b	Fucosylated oligosaccharides (Lacto-Series)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2191	"{""keep"": true, ""suggested_class"": ""2A""}"
Difucosyllactose	Fuc a1-2 Gal b1-4 (Fuc a1-3) Glc b	Fucosylated oligosaccharides (Lacto-Series)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2192	"{""keep"": true, ""suggested_class"": ""2A""}"
Lacto-N-neofucopentaose	Gal b1-4 GlcNAc b1-3 Gal b1-4 (Fuc a1-3) Glc	Fucosylated oligosaccharides (Lacto-Series)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2197	"{""keep"": true, ""suggested_class"": ""1A""}"
Chondroitin tetrasaccharide	deoxy-GlcA b1-3 GalNAc [4S] b1-4 GlcA b1-3 GalNAc [4S]	GAGs	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2198	"{""keep"": true, ""suggested_class"": ""2A""}"
Heparin decasaccharide	deoxy-IdoA [2S] a1-4 GlcN [2S6S] (a1-4 IdoA [2S] a1-4 GlcN [2S6S])4	GAGs	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2199	"{""keep"": true}"
Heparin heptasaccharide	deoxy-GlcN [2S6S] (a1-4 IdoA [2S] (a1-4 GlcN [2S6S])3	GAGs	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2200	"{""keep"": true}"
Heparin hexasaccharide	IdoA [2S] a1-4 GlcN [2S6S] (a1-4 IdoA [2S] a1-4 GlcN [2S6S])2	GAGs	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2202	"{""keep"": true}"
Heparin nonasaccharide	deoxy-GlcN [2S6S] (a1-4 IdoA [2S] a1-4 GlcN [2S6S])4	GAGs	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2204	"{""keep"": true}"
Heparin octasaccharide	deoxy-GlcN [2S6S] a1-4 IdoA [2S] (a1-4 GlcN [2S6S] a1-4 IdoA [2S])3	GAGs	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2205	"{""keep"": true}"
Heparin pentasaccharide	GlcN [2S6S] a1-4 IdoA [2S] a1-4 GlcN [2S6S] a1-4 IdoA [2S] a1-4 GlcN [2S6S]	GAGs	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2206	"{""keep"": true}"
Heparin tetrasaccharide	deoxy-IdoA [2S] a1-4 GlcN [2S6S] a1-4 IdoA [2S] a1-4 GlcN [2S6S]	GAGs	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2208	"{""keep"": true}"
Hyalonuric acid hexasaccharide	GlcA b1-3 GlcNAc b1-4 GlcA b1-3 GlcNAc b1-4 GlcA b1-3 GlcNAc b	GAGs	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2209	"{""keep"": true, ""suggested_class"": ""2A""}"
Hyalonuric acid tetrasaccharide	GlcA b1-3 GlcNAc b1-4 GlcA b1-3 GlcNAc b	GAGs	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2210	"{""keep"": true, ""suggested_class"": ""2A""}"
Hyaluronic acid hexasaccharide	GlcA b1-3 GlcNAc b1-4 GlcA b1-3 GlcNAc b1-4 GlcA b1-3 GlcNAc b	GAGs	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2770	"{""keep"": true, ""suggested_class"": ""2A""}"
Hyaluronic acid hexasaccharide	GlcA b1-3 GlcNAc b1-4 GlcA b1-3 GlcNAc b1-4 GlcA b1-3 GlcNAc b	GAGs	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2797	"{""keep"": true, ""suggested_class"": ""2A""}"
Xeno lewis X (Gal Lewis x)	Gal a1-3 Gal b1-4 (Fuc a1-3) GlcNAc b	Gala-3Gal oligosaccharides (Galili and xeno antigens)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2212	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Xeno lewis X"", ""notes"": ""Has exact synonym Gal Lewis X.""}"
Xeno lewis a	Gal a1-3 Gal b1-3 (Fuc a1-4) GlcNAc	Gala-3Gal oligosaccharides (Galili and xeno antigens)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2213	"{""keep"": true, ""suggested_class"": ""1A""}"
Galili antigen pentaose	Gal a1-3 Gal b1-4 GlcNAc b1-3 Gal b1-4 Glc	Gala-3Gal oligosaccharides (Galili and xeno antigens)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2214	"{""keep"": true, ""suggested_class"": ""1A""}"
Galili-tri	Gal a1-3 Gal b1-4 Glc b	Gala-3Gal oligosaccharides (Galili and xeno antigens)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2215	"{""keep"": true, ""suggested_class"": ""1A""}"
Xeno antigen type 1	Gal a1-3 Gal b1-3 GlcNAc	Gala-3Gal oligosaccharides (Galili and xeno antigens)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2216	"{""keep"": true, ""suggested_class"": ""1A""}"
Xeno antigen type 2 (Galili antigen triose Gal a3 epitope)	Gal a1-3 Gal b1-4 GlcNAc	Gala-3Gal oligosaccharides (Galili and xeno antigens)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2217	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Xeno antigen type 2""}"
Isoglobopentaose (iGB5)	Gal b1-3 GalNAc b1-3 Gal a1-3 Gal b1-4 Glc	Gala-3Gal oligosaccharides (Isogloboseries)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2218	"{""keep"": true, ""suggested_class"": ""1A""}"
Isoglobotetraose (iGB4 & Cytolipin R)	GalNAc b1-3 Gal a1-3 Gal b1-4 Glc	Gala-3Gal oligosaccharides (Isogloboseries)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2219	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Isoglobotetraose"", ""notes"": ""Has abbreviation iGB4. Has exact synonym Cytolipin R.""}"
Isoglobotriose (iGB3)	Gal a1-3 Gal b1-4 Glc	Gala-3Gal oligosaccharides (Isogloboseries)	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2220	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Isoglobotriose"", ""notes"": ""Has abbreviation iGB3.""}"
Fucosyl GM1	Fuc a1-2 Gal b1-3 GalNAc b1-4 (Neu5Ac a2-3) Gal b1-4 Glc	Ganglioside sugars	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2222	"{""keep"": true, ""suggested_class"": ""1A""}"
GA1 (aGM1)	Gal b1-3 GalNAc b1-4 Gal b1-4 Glc b	Ganglioside sugars	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2223	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""GA1""}"
GA2 (aGM2)	GalNAc b1-4 Gal b1-4 Glc b	Ganglioside sugars	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2224	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""GA2""}"
GD1b	Gal b1-3 GalNAc b1-4 (Neu5Ac a2-8 Neu5Ac a2-3) Gal b1-4 Glc b	Ganglioside sugars	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2226	"{""keep"": true, ""suggested_class"": ""1A""}"
GD2	GalNAc b1-4 (Neu5Ac a2-8 Neu5Ac a2-3) Gal b1-4 Glc b	Ganglioside sugars	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2227	"{""keep"": true, ""suggested_class"": ""1A""}"
GD3	Neu5Ac a2-8 Neu5Ac a2-3 Gal b1-4 Glc b	Ganglioside sugars	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2228	"{""keep"": true, ""suggested_class"": ""1A""}"
GT1a	Neu5Ac a2-8 Neu5Ac a2-3 Gal b1-3 GalNAc b1-4 (Neu5Ac a2-3) Gal b1-4 Glc	Ganglioside sugars	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2233	"{""keep"": true, ""suggested_class"": ""1A""}"
GT1b	Neu5Ac a2-3 Gal b1-3 GalNAc b1-4 (Neu5Ac a2-8 Neu5Ac a2-3) Gal b1-4 Glc b	Ganglioside sugars	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2234	"{""keep"": true, ""suggested_class"": ""1A""}"
GT1c	Gal b1-3 GalNAc b1-4 (Neu5Ac a2-8 Neu5Ac a2-8 Neu5Ac a2-3) Gal b1-4 Glc b	Ganglioside sugars	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2235	"{""keep"": true, ""suggested_class"": ""1A""}"
GT2	GalNAc b1-4 (Neu5Ac a2-8 Neu5Ac a2-8 Neu5Ac a2-3) Gal b1-4 Glc b : Na	Ganglioside sugars	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2236	"{""keep"": true, ""suggested_class"": ""1A""}"
GT3	Neu5Ac a2-8 Neu5Ac a2-8 Neu5Ac a2-3 Gal b1-4 Glc	Ganglioside sugars	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2237	"{""keep"": true, ""suggested_class"": ""1A""}"
GD1b	Gal b1-3 GalNAc b1-4 (Neu5Ac a2-8 Neu5Ac a2-3) Gal b1-4 Glc	Ganglioside sugars	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2760	"{""keep"": true, ""suggested_class"": ""1A""}"
Neu5Ac a2-3 Gal b1-4 Glc b	Neu5Ac a2-3 Gal b1-4 Glc b	Ganglioside sugars	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2787	"{""keep"": true, ""suggested_class"": ""2A""}"
GPI anchor	Man a1-2 Man a1-6 Man a1-4 GlcNH2 a1-6 myo-inositol	Glycosphingolipid	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2257	"{""keep"": true, ""suggested_class"": ""1A""}"
3'-SiaDi-LN	Neu5Ac a2-3 Gal b1-4 GlcNAc b1-4 Gal b1-4 GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2258	"{""keep"": true, ""suggested_class"": ""1A""}"
3'-Sialyl-Lewis c	Neu5Ac a2-3 Gal b1-3 GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2259	"{""keep"": true, ""suggested_class"": ""1A""}"
3'-su-Lewis x	Gal [3S] b1-4 (Fuc a1-3) GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2261	"{""keep"": true, ""suggested_class"": ""1A""}"
6-su-GalNAc-SiaLewis x	Neu5Ac a2-3 Gal b1-4 (Fuc a1-3) GlcNAc [6S] b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2262	"{""keep"": true, ""suggested_class"": ""1A""}"
6-su-Gal-SiaLewis x	Neu5Ac a2-3 Gal [6S] b1-4 (Fuc a1-3) GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2263	"{""keep"": true, ""suggested_class"": ""1A""}"
di-Lewis x b1-4 Lewis x [di-Lewis x]	Gal b1-4 (Fuc a1-3) GlcNAc b1-4 Gal b1-4 (Fuc a1-3) GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2264	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""di-Lewis x""}"
Lewis a Lewis x	Gal b1-3 (Fuc a1-4) GlcNAc b1-3 Gal b1-4 (Fuc a1-3) GlcNAc b	Lewis antigens	https://glyco3d.cermav.cnrs.fr/mol.php?type=bioligo&molecule=2267	"{""keep"": true, ""suggested_class"": ""1A""}"
