bgsl_id	term	exact_synonyms	abbreviations	broad_synonyms	narrow_synonyms	related_synonyms	classification	gtc_id	gsd_id	glycomotif_id	sources	eog_sentence
GSD:fdabe95b-5888-4470-835f-726ccf3e685f	Ley-Di-Lex						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:7878f196-5c52-451d-baf3-1befe39cf759	LN3 Type 2						1A				BIOOLIGO	
GSD:d31e9aa3-79ef-4ba8-a50c-ea26bee06af7	LNFP II						1A	G98173LG			SUGARBIND	
GSD:dbe354d3-8867-451f-8adb-be217841209d	LNnT						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:42f9cd16-c674-4b0e-87e9-3fc6c950b48d	LNT						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:fe489914-8a27-4022-b2d1-0ea53e867cf6	LNT-2						1A				BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:03c46ab5-8868-4474-a3c9-794489fb014c	LSTa						1A	G21066IE			SUGARBIND	
GSD:ab859950-7db8-4352-956d-91147f5ad60b	LSTc						1A	G21938SG			SUGARBIND	
GSD:607727e2-834e-4321-996e-0988b7f5c6f8	Monosialogangliotetraosylceramide		GM1	Monosialoganglioside	GM1a	NeuAc-GM1	1A	G48558GR			SUGARBIND; PUBDICT_GLYCAN_MOTIF	For example, in the widely used nomenclature of Svennerholm, the ganglioside Galβ1-3GalNAcβ1-4(Neu5Acα2-3)Galβ1-4GlcβCer is designated “GM1” (Figure 11.3).
GSD:593531d5-b025-49cc-9e8e-bde0db60be92	monosialyl Gb5					Sialosyl galactosyl globoside; GL-7 globoseries ganglioside; SSEA-4	1A	G32254QI	GSD000125	GlycoMotif:GGM.000080	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:24ed10a7-e521-4240-8ca4-ea748c493ef9	Monosulfated gangliotetraosylceramide						1A	G96596OC; G59736KH; G57796RK		GlycoMotif:GGM.000066; GlycoMotif:GDV.000052; GlycoMotif:CCRC.000066	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:c0ad2422-5391-4241-a96b-98ae8e55eb8b	monosulfated globopentaosylceramide						1A	G80193TN; G30925QW; G57710SU	GSD000126	GlycoMotif:GGM.000072; GlycoMotif:GDV.000075	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF	
GSD:bd45bada-5e44-471c-a569-8c32b3351756	monosulfated globotetraosylceramide						1A	G05297EK; G50866KI; G44854SQ; G87212TR	GSD000127	GlycoMotif:GGM.000073; GlycoMotif:GDV.000077; GlycoMotif:CCRC.000073	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:8d4e1b65-522e-4fab-a15e-ac1ab8822f59	N-acetyl GD3						1A	G98544DH			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:28681753-41cf-493d-b715-15ca3ecb7795	N-acetyl GM2						1A	G79389NT	GSD000128		GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:03d8b55f-4f2d-4aa6-bda2-7f12e93ad9b3	N-acetyl GM3						1A	G91237TK			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:a3c5bbf0-9bfd-4710-aa1c-4551d05c0d65	N-glycolyl GD3						1A	G84891DZ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:afd1e48b-3bef-499a-a5cb-5ca1ce262a0a	N-glycolyl GM2						1A	G56478LD; G18221CF	GSD000130	GlycoMotif:GGM.000096; GlycoMotif:GDV.000073; GlycoMotif:CCRC.000096	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:f64451b5-069f-4ba8-8407-f872eab65c7c	N-glycolyl GM3						1A	G75789AR			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:d357ac13-df30-4206-b9ad-399750f3adb2	Neolactotetraose				Glycosphingolipid Neo-lacto series		1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:e413291c-5c2e-4ad5-9b62-20b158e633ce	Neolactotetraosylceramide		NLc4		Glycosphingolipid Neo-lacto series	Paragloboside	1A	G58896AZ			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:63c7fd98-78ee-4d7b-9930-1df43cc45902	NeuGc-GM2		GM2gc				1A	G56478LD			SUGARBIND	
GSD:4fa785dd-0d6d-433a-8567-8e21efa8df8e	NeuGc-GM3		GM3gc				1A	G75789AR			SUGARBIND	
GSD:39ce5ee5-3f7f-4d8d-8e28-64c928b7fcf0	nLc4				Glycosphingolipid Neo-lacto series		1A	G58896AZ			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS	
GSD:943e6166-a2c1-44cd-b071-1ce69e335a13	nLc6	neolacto-hexaosylceramide			Glycosphingolipid Neo-lacto series		1A	G84034JH			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS	
GSD:e2d46448-7a1d-4688-88fa-9837fe9e68de	O-acetyl-GD3						1A	G74121RX			PUBDICT_GLYCOSMOS	
GSD:831262e4-f719-5510-a84a-ee900c77b375	O-antigen	O-polysaccharides; lipopolysaccharide O antigen; LPS O antigen	O-PS				1A				EOG_VARKI_4E	LPS consists of a base lipid (lipid A) linked to a core oligosaccharide followed by highly diverse O-polysaccharides (O-antigens).
GSD:25de50a7-6453-4dad-8c48-790d7e246ef5	O-GalNAc Core	O-Glycan O-GalNAc Core					1A	G39738WL		GlycoMotif:GGM.001034	GLYCOMOTIF_GGM	
GSD:9eaf75e2-1441-45ed-9beb-5731b3963e7b	O-Mannose Core	O-Glycan O-Mannose Core					1A	G76001GO		GlycoMotif:GGM.001036	GLYCOMOTIF_GGM	
GSD:cf106ff8-f5cf-494a-a7bd-47029cde0d2b	P antigen	GLOB P antigen				Gb4	1A	G00061MO	GSD000088	GlycoMotif:GGM.000070; GlycoMotif:CCRC.000070	EOG_VARKI_4E; GSD_GLYGEN_V0; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	The A1 and A2 subgroup antigens are distinct (Figure 14.5) reflecting the different A transferases encoded by the A1 versus A2 allele at the ABO locus.
GSD:d64e0922-936d-54e7-9182-bf7f2ccdba85	P1 antigen	P1 determinant					1A	G12460DL; G55205ZV; G00060MO; G00076PK	GSD000141	GlycoMotif:GGM.000069; GlycoMotif:GDV.000024; GlycoMotif:CCRC.000069	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_MOTIF_GTC	In the second pathway, P1-antigen biosynthesis begins with two reactions leading to paragloboside, which is acted on by A4GALT to form the P1 antigen, the most common P blood group.
GSD:98dea694-2b59-4631-889d-96e6c7a465ba	P1 penta						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:c0915417-f0b1-4d6e-bde3-f463b61d88b5	P1 tetra						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:4e53d1fb-1c15-4af6-bcc2-f6ad97bf0f60	P1 tri						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:8842a371-cbbf-4cbb-a590-d3257df4f2d2	Para-Forssman glycolipid						1A	G51699SI; G98848EU	GSD000142	GlycoMotif:GGM.000085; GlycoMotif:GDV.000066; GlycoMotif:CCRC.000085	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:16f61166-6588-4bf9-bc25-fc42fdcb58ef	Para-Lacto-N-neohexaose						1A				BIOOLIGO	
GSD:59303526-22bb-44e3-bdb0-5786c559a2d9	paragloboside				Glycosphingolipid Neo-lacto series		1A	G58896AZ; G48059CD; G40585SO	GSD000143	GlycoMotif:GGM.000077; GlycoMotif:GDV.000043; GlycoMotif:CCRC.000077	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:1598c8f2-eb77-492b-a861-b96611637033	Peptidoglycan						1A	G00023MO			PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	Variations in peptidoglycan structure may occur within the same organism at different stages of the cell cycle, during developmental processes, or at different sites in the same cell.
GSD:94c78688-31d6-41ea-b885-c811f945864d	Pk antigen	P^k antigen; Pk				Gb3; globotriaosylceramide; Gb_3	1A	G00059MO; G06000DZ		GlycoMotif:GGM.000068; GlycoMotif:GDV.000023; GlycoMotif:CCRC.000068	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_MOTIF_GTC; PUBDICT_GLYCONAVI_ABBREV; PUBDICT_GLYCONAVI_NAME	The P1PK blood group includes the P1 and Pk antigens.
GSD:68aeaab4-aaf3-5255-adab-08c0a0d5453d	polysaccharide A						1A				EOG_VARKI_4E	
GSD:94ebb421-8203-442a-a0c5-2c0606ecd050	Precusor Lewis a	Precusor Lea					1A	G23041XK			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:a1fead82-924b-409e-b440-30d4a9ed5279	SD1a						1A	G63813EJ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:487f8c1e-be65-41cf-b5b8-a3c01d80fb05	SDA						1A	G00062MO			PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	A related structure to the Sda antigen GalNAcβ1-4(Neu5Acα2-3)Galβ1-3(Neu5Acα2-6)GalNAc is found in O-glycans and glycolipids.
GSD:9bca4dac-0b6f-50fb-9ef6-a9ac73ee810f	Sda antigen		Sda; Sd(A)				1A	G41052GC	GSD000145	GlycoMotif:GGM.000051	EOG_VARKI_4E; GSD_GLYGEN_V0	A related structure to the Sda antigen GalNAcβ1-4(Neu5Acα2-3)Galβ1-3(Neu5Acα2-6)GalNAc is found in O-glycans and glycolipids.
GSD:6ced8323-c110-405c-b415-1229d3ddb057	Sda/CT antigen	Sd^a/CT antigen					1A	G41052GC; G00062MO		GlycoMotif:GGM.000051; GlycoMotif:GDV.000086; GlycoMotif:CCRC.000051	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:797400ac-ff3b-4fe0-b7b7-cf33b036c13c	SDLex	SDLe^x					1A	G19619KS; G69360KJ		GlycoMotif:GGM.000032; GlycoMotif:GDV.000103; GlycoMotif:CCRC.000032	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:6b8eae12-0090-407e-899d-ce52a3463a60	Sia2TF						1A				BIOOLIGO	
GSD:afbe055f-3a4d-4852-ae72-a74e7b5b6ffc	Sialosyl galactosyl globoside	Sialosyl gal-globoside	SGG			monosialyl Gb5	1A	G32254QI			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:89e36335-2fea-5ef3-a3a8-559985883dad	sialyl Lewis a	sialyl-Lea; Sialyl Lewis a (SLea)  (CA19-9 antigen)	sLea; sLeA; SLea; SLe^a; Slea			CA19-9 antigen; NeuAca3-Lea	1A	G00053MO; G50321QR; G91326YS; G81971FM; G16258KS	GSD000150	GlycoMotif:GGM.000024; GlycoMotif:CCRC.000024; GlycoMotif:GDV.000090	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_MOTIF_GTC; GLYCOMOTIF_GDV	SLex and SLea epitopes (Chapter 14) were first identified as tumor antigens on glycosphingolipids.
GSD:f687e441-544f-4d61-a6f1-32e758cdefea	Sialyl Lewis a glycolipid	Sialyl Leaglycolipid					1A	G50321QR; G91326YS		GlycoMotif:GDV.000089; GlycoMotif:CCRC.000127	GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF; CUMMINGS; GLYCOMOTIF_CCRC	
GSD:6e6cbe2a-931c-4de2-9248-a2b713d018d1	Sialyl Lewis a tetroase						1A				BIOOLIGO	
GSD:7424ea4c-e44f-46dd-9342-e69e239fa9fd	Sialyl Lewis a/x Like						1A	G25705KO			PUBDICT_GLYCAN_MOTIF	
GSD:c0546f8a-7b74-4c73-803f-6a3a435f91bb	sialyl Lewis c		SLec; SaiLec				1A	G46776WR			PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:32e928fb-1550-5e0a-945f-2218ac79b83c	sialyl Lewis x	sialyl-Lex	sLex; sLeX; SLe(x); SLe^x; SLex; Slex; SaiLex			NeuAca3-Lex	1A	G00054MO; G96401FK	GSD000151	GlycoMotif:GGM.000022; GlycoMotif:GDV.000105; GlycoMotif:CCRC.000022	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_MOTIF_GTC	Sulfated forms of the sialyl Lewis x determinant are also thought to contribute to Siglec recognition, as mentioned in Chapter 35.
GSD:168bb902-d69d-4a2f-9739-1cf434d46db0	Sialyl Lewis x Lewis x		SDLex; Slex-Lex			NeuAca3-dimer-Lex	1A	G45215IJ			SUGARBIND; BIOOLIGO	
GSD:2b2d7fad-fac6-4081-8b1a-36e9b1bd612c	sialyl Lewis X pentaose	Sialyl Lewis X (sLeX) pentaose					1A				BIOOLIGO	
GSD:ebbd7ee3-06ee-45d7-89c6-f1b7cb9e019b	sialyl Lewis x-i antigen	Sialyl Lewis x-i					1A	G06597DS	GSD000152		GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:9de93554-2339-4f06-9b60-2993618a4610	sialyl T antigen						1A	G65562ZE; G56299XO	GSD000153	GlycoMotif:GGM.000013; GlycoMotif:GDV.000097; GlycoMotif:CCRC.000013	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:56c1c4e3-2f6b-59db-b7c5-46e6567feea0	sialyl-Tn antigen	sialyl-Tn	sTn; sTn antigen; STn				1A	G36123IU; G08371CD; G38301SX	GSD000157	GlycoMotif:GGM.000012; GlycoMotif:GDV.000117; GlycoMotif:CCRC.000012	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	In other instances, STn accumulation results from overexpression of the sialyltransferase ST6GALNAC1 (Figure 47.2).
GSD:724fcd1c-5990-4d25-9355-19f9ac11d0a5	Sialyllactotetraosylceramide						1A	G72692DY; G79536OW			SUGARBIND; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:89808c8c-929e-427b-884d-d1199e5d63ab	SLex on Core 2 O-glycan	SLex Core 2 O-glycan glycan; SLex Core 2 O-glycan; SLe^x Core 2 O-glycan; SLex on Core 2					1A	G97345NY; G71121NN		GlycoMotif:GDV.000106; GlycoMotif:CCRC.000053; GlycoMotif:GGM.000053	CUMMINGS; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; GLYCOMOTIF_GGM; BIOOLIGO	
GSD:2d4e4f96-f318-44fe-acac-465b64678612	SLex-Lex-Lex						1A				BIOOLIGO	
GSD:445f0532-56ac-4933-9344-e3e9386eaf12	SM3						1A	G20044TD			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:e82f6eb3-42a2-4cca-bf4f-1ec9e9e904ef	SM4s						1A	G72548RZ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:cc352622-e501-4189-98f3-ef1e958b98c2	SSEA-1	stage-specific embryonic antigen-1					1A	G85497PI; G01187XC	GSD000159	GlycoMotif:GDV.000038	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	For example, stage-specific embryonic antigen-1 (SSEA-1), otherwise known as Lewis x (Lex) or CD15, is a principal marker of mouse ESCs but is not present on human ESCs.
GSD:51344d15-206a-41ea-8ad1-a8e30f00b1a5	SSEA-3	stage-specific embryonic antigen-3					1A	G25129BT; G99053DY; G19298OA	GSD000160	GlycoMotif:GGM.000079; GlycoMotif:CCRC.000079	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	Instead, human ESCs and induced pluripotent stem cells express globosides SSEA-3 and SSEA-4, and MAbs also react with TRA-1-60 and TRA-1-81, which detect keratan sulfate–related antigens and, also, the tetrasaccharide motif Galβ1-3GlcNAcβ1-3Galβ1-4GlcNAc.
GSD:eb14b505-7275-5888-9bc7-4b07107af0b3	SSEA-4	stage-specific embryonic antigen-4; Stage specific embryonic antigen-4					1A	G84263XI; G32254QI	GSD000161		EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	Instead, human ESCs and induced pluripotent stem cells express globosides SSEA-3 and SSEA-4, and MAbs also react with TRA-1-60 and TRA-1-81, which detect keratan sulfate–related antigens and, also, the tetrasaccharide motif Galβ1-3GlcNAcβ1-3Galβ1-4GlcNAc.
GSD:1ad134a3-1127-43b9-a8f7-b3c83b4c8798	Sulf-lactosylceramide						1A	G20044TD			SUGARBIND	
GSD:f9726a72-e7bc-5b9f-bd06-b85ea099456d	sulfatide						1A	G72548RZ; G07169WN; G60011XD; G40843KY; G95090DW	GSD000162	GlycoMotif:GGM.000063; GlycoMotif:GDV.000051; GlycoMotif:CCRC.000063	EOG_VARKI_4E; GSD_GLYGEN_V0; SUGARBIND; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCONAVI_NAME	This deficit affects GAG degradation and any other sulfated glycan such as sulfatides.
GSD:b1cca1fb-226b-4c26-85d1-8f83186163de	Sulfo Lewis X						1A				BIOOLIGO	
GSD:fc74ecf8-c12e-4ae7-bdc0-9ce2b47a267f	Sulfo-isogloboside					Mono-sulfated isoglobotetraosylceramide	1A	G56133NW; G30925QW; G10057XH; G57036MA		GlycoMotif:GGM.000074; GlycoMotif:GDV.000076; GlycoMotif:CCRC.000074	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:5b6ede6e-9829-5690-a1a3-d1883b62d46d	T antigen	Thomsen-Friedenreich antigen; TF antigen; T (also TF)  antigen; T or TF antigen; TF					1A	G00031MO; G78436BB	GSD000163	GlycoMotif:GGM.000009; GlycoMotif:GDV.000027; GlycoMotif:CCRC.000009	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	Amaranthin specifically recognizes Thomsen–Fredenreich (TF or T antigen) (Galβ1-3GalNAcα1-) and sialyl-T (Siaα2-3Galβ1-3GalNAcα1-) antigens.
GSD:54312b0e-10d5-48f2-a9fd-e0cba9e062ba	Tetraosylceramide						1A	G95034OI			SUGARBIND	
GSD:25e2c658-4349-5dc1-ba23-f9dbe366f1e7	Tn antigen	Thomsen-Nouveau antigen					1A	G57321FI; G61406KC	GSD000167	GlycoMotif:GGM.000008; GlycoMotif:GDV.000062	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	In this condition a subset of bone marrow–derived blood cells express the Tn antigen (O-linked N-acetylgalactosamine, GalNAcα-O-Ser/Thr) and sialyl-Tn (NeuAcα2-6GalNAcα-O-Ser/Thr), thus becoming susceptible to hemagglutination by naturally occurring anti-Tn antibodies that exist in most normal humans.
GSD:280335d7-446e-47e8-a383-bff3af60e7eb	tri-Lewis x		Tri-Lex				1A				BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:08cb7e56-946e-444f-a104-e44c3351d646	trifucosyl Lewis b	trifucosyl-Leb antigen; Trifucosyl-Lewis b Antigen					1A	G74578MX	GSD000173		GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:3bd312ee-26f6-48a6-ac60-1a62d1369a96	trifucosyl lewis y	trifucosyl Ley; Trifucosyl-Lewis y Antigen					1A	G74917JX	GSD000174		GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:3bf6559b-91bf-4ff7-8af7-7c3d3a6a0dcb	Trisialogangliotetraosylceramide		GT1b		NeuAc-GT1b		1A	G40183QN			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:65bba6d7-e07f-577c-b95a-b2c2a4b87b0b	truncated core 1 O-glycan	truncated core 1 structure					1A				EOG_VARKI_4E	
GSD:4d270073-29bf-4dbc-9b9d-e216b9f732d5	Umbelliferose						1A				PUBDICT_GLYCONAVI_NAME	
GSD:f14c1a5d-74f6-4142-9657-703ca46fe6f6	VIM						1A	G00065MO			PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
GSD:0f3a2ef2-0eb7-4907-a8df-58934e89da01	VIM-2						1A	G22418PV; G01296LJ; G00065MO	GSD000180	GlycoMotif:GGM.000033; GlycoMotif:GDV.000111; GlycoMotif:CCRC.000033	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:08fe30da-c16f-408b-b653-0a483772e05e	Xeno antigen type 1						1A				BIOOLIGO	
GSD:1be0d162-e7a8-4569-a3f8-e5328599c6bd	Xeno antigen type 2						1A				BIOOLIGO	
GSD:2e78d899-84d1-46cc-881d-b95a972a7be2	Xeno lewis a						1A				BIOOLIGO	
GSD:54919b62-c173-476a-a8c7-76e71093a3ba	Xeno lewis X						1A				BIOOLIGO	
GSD:3011b3f6-7698-4446-8f7b-cb9376be9fa5	2'-F-Di-LN						1B				BIOOLIGO	
GSD:fee38f8d-d943-44d1-bc49-3f3110ca67e8	2,6-sialyl-Sulfo-LN	6-sialyl-6-sulfo LN					1B	G43191LZ; G41145LF		GlycoMotif:GGM.000026; GlycoMotif:GDV.000115; GlycoMotif:CCRC.000026	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:3b67a794-e241-56bb-b993-661b1a47f3ef	2-6-branch of complex N-glycans						1B	G56868BH			EOG_VARKI_4E; TERMS_GLYGEN_CURATORS	
GSD:54d21c55-49fc-4294-b532-9da639847a22	3-sialyl LacdiNAc		3-SLDN; 3'SLDN				1B				BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:d95c86dc-5486-4223-95b7-8161bf28b412	3-sialyl LN (type 2)	3-Sialyl-LN (type 2)		type 2; 3-Sialyl-LN			1B	G10203DW	GSD000005	GlycoMotif:GGM.000034; GlycoMotif:GDV.000112	GSD_GLYGEN_V0; BIOOLIGO; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV	
GSD:600f1680-c139-4ea0-9013-037a270128e6	3-Sialyl-LN						1B	G10203DW		GlycoMotif:CCRC.000034	GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:62f8c8a8-b807-4bd0-99a3-1f648b699539	4'-sulfated LDN						1B	G18464VS; G31301MT		GlycoMotif:GGM.000049; GlycoMotif:GDV.000078; GlycoMotif:CCRC.000049	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
