term	exact_synonyms	abbreviations	broad_synonyms	narrow_synonyms	related_synonyms	classification	gtc_id	gsd_id	glycomotif_id	sources	eog_sentence
Glycosphingolipid Arthro series	Glycosphingolipid Arthro					3A	G00014MO		GlycoMotif:GGM.001103	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
Glycosphingolipid Gala						3A	G00016MO			PUBDICT_MOTIF_GTC	
Glycosphingolipid Gala series						3A	G00016MO		GlycoMotif:GGM.001105	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF	
Glycosphingolipid Ganglio series	Glycosphingolipid Ganglio					3A	G00071MO		GlycoMotif:GGM.001108	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
Glycosphingolipid Globo series	Glycosphingolipid Globo					3A	G99312NX; G00072MO		GlycoMotif:GGM.001109	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
Glycosphingolipid Isoglobo series	Glycosphingolipid Isoglobo					3A	G00012MO		GlycoMotif:GGM.001101	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
Glycosphingolipid Lacto series	Glycosphingolipid Lacto					3A	G00069MO		GlycoMotif:GGM.001106	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
Glycosphingolipid Mollu						3A	G00015MO			PUBDICT_MOTIF_GTC	
Glycosphingolipid Mollu series						3A	G00015MO		GlycoMotif:GGM.001104	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF	
Glycosphingolipid Muco series	Glycosphingolipid Muco					3A	G00013MO		GlycoMotif:GGM.001102	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
Glycosphingolipid Neo-lacto series	neolacto-series glycosphingolipids; Glycosphingolipid Neo-lacto					3A	G00070MO		GlycoMotif:GGM.001107	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; EOG_VARKI_4E; PUBDICT_MOTIF_GTC	
glycosphingolipids		GSLs				3A				EOG_VARKI_4E	Nearly all glycolipids in vertebrates are GSLs, which, in turn, are part of the larger family of sphingolipids (lipids built on sphingoid bases) that includes the major membrane phospholipid, sphingomyelin, and the second messenger sphingosine 1-phosphate that regulates angiogenesis and immune cell trafficking.
glycosyldiacylglycerolipid	glycosyldiacylglycerolipids					3A				EOG_VARKI_4E	
Hexaosylceramide						3A	G83212YI			SUGARBIND	
lacto-series glycosphingolipids						3A				EOG_VARKI_4E	
Lactosylceramides						3A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
Lewis antigens	Lewis-type structures; Lewis type glycans; Lewis blood group antigens					3A				EOG_VARKI_4E	Some Lewis blood group antigens have important functions in selectin-dependent leukocyte extravasation and tumor cell metastasis.
lipoglycan						3A				EOG_VARKI_4E	
lipophosphoglycan		LPG				3A				EOG_VARKI_4E	Virtually every known glycoconjugate of Leishmania shows some intersection with the LPG biosynthetic pathway.
Monosialodihexosylganglioside		GM3			II3NeuAc LacCer; Hematoside	3A	G91237TK			SUGARBIND; PUBDICT_GLYCAN_MOTIF	In this nomenclature, G refers to ganglioside series, the second letter refers to the number of sialic acid residues (mono, di, tri, quattro [or tetra], penta, etc.), and the number (1, 2, 3, etc.) refers to the order of migration of the ganglioside on thin-layer chromatography (TLC) (e.g., GM3 > GM2 > GM1) with respect to the starting point.
mucin-type O-glycans						3A				EOG_VARKI_4E; GSD_GLYGEN_V0	
N-glycans	asparagine–N-linked glycan; N-linked; N-linked oligosaccharide; N-glycan					3A	G78059CC; G90889KG; G28330DZ; G00027MO	GSD000131		EOG_VARKI_4E; GSD_GLYGEN_V0; SUGARBIND; PUBDICT_MOTIF_GTC	N-Glycans are covalently attached to protein at asparagine (Asn) residues by an N-glycosidic bond.
Neolactohexosylceramide		NLc6				3A	G84034JH			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
O-GalNAc core structures	O-GalNAc cores					3A				EOG_VARKI_4E	
O-GalNAc glycans						3A				EOG_VARKI_4E	Mucins are the class of glycoproteins carrying the greatest number of O-GalNAc glycans (also called mucin-type O-glycans), but this posttranslational modification is common among many glycoproteins.
O-glycan						3A		GSD000139		GSD_GLYGEN_V0	Mucins are the class of glycoproteins carrying the greatest number of O-GalNAc glycans (also called mucin-type O-glycans), but this posttranslational modification is common among many glycoproteins.
O-glycans	O-linked oligosaccharide					3A				EOG_VARKI_4E	Mucins are the class of glycoproteins carrying the greatest number of O-GalNAc glycans (also called mucin-type O-glycans), but this posttranslational modification is common among many glycoproteins.
O-xylose-linked glycosaminoglycan	O-xylose-linked GAG chains					3A				EOG_VARKI_4E	
P blood group antigens						3A				EOG_VARKI_4E	
Pentasaccharide N-linked glycan core		3a			6a-mannopentaose; 3a,6a-mannopentaose	3A	G20624LQ			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
seminolipid						3A	G72548RZ; G95090DW	GSD000147	GlycoMotif:GGM.000062; GlycoMotif:GDV.000050	GSD_GLYGEN_V0; SUGARBIND; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF	
sialylated glycosphingolipid						3A				EOG_VARKI_4E	
Sulf-gangliotetraosyl ceramide						3A	G96614JE			SUGARBIND	
α(2-6)sialylÂ_ lactotetraosylceramide						3A				PUBDICT_GLYCONAVI_NAME	
2'-fucosyllactose						3B				EOG_VARKI_4E	
2-Deoxyglucose						3B				PUBDICT_GLYCONAVI_NAME	Early studies with 2-deoxyglucose showed that the analog was converted to UDP-2-deoxyglucose, as well as to GDP-2-deoxyglucose and dolichol-P-2-deoxyglucose.
2-Deoxyribose						3B				PUBDICT_GLYCONAVI_NAME	
3-O-sulfated galactose	3-O-sulfated Gal					3B				EOG_VARKI_4E	
3-O-sulfated GlcNS6S						3B				EOG_VARKI_4E	
6-O-sulfated glucosamine						3B				EOG_VARKI_4E	A family of plasma membrane endosulfatases (SULFs) can remove sulfate groups from internal 6-O-sulfated glucosamine residues in heparan sulfate and a heparanase can cleave the chains at limited sites.
6-sialyl GalNAc					sialyl Tn antigen; 6-Sialyl LN (type 1); 6-Sialyl LN (type 2)	3B	G08371CD; G73708UL	GSD000009	GlycoMotif:GGM.000035; GlycoMotif:GDV.000119; GlycoMotif:CCRC.000035	GSD_GLYGEN_V0; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
9-O-acetyl sialic acid						3B	G47325QT	GSD000013		GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
9-O-acetylated sialic acid	9-O-acetylated Sia; 9-O-Ac-Sia; 9-O-acetylated-SA					3B				EOG_VARKI_4E	As such, it is the sialytransferase-mediated delivery of 9-O-acetylated sialic to acceptor substrates that leads to the 9-O-acetylated glycoconjugates observed. 9-O-acetylated sialic acid plays a role in CD22 signaling, a process regulated by the opposing action of a sialate 9-O-acetylesterase (SIAE).
Abequose						3B				PUBDICT_GLYCONAVI_NAME	
Acosamine						3B				PUBDICT_GLYCONAVI_NAME	
Allose						3B				PUBDICT_GLYCONAVI_NAME	
Altrose						3B				PUBDICT_GLYCONAVI_NAME	
Amicetose						3B				PUBDICT_GLYCONAVI_NAME	
Apiose						3B				PUBDICT_GLYCONAVI_NAME	For instance, apiose is a component of the polysaccharide apiogalacturonan of L. minor, and strepose is a component of the antibiotic streptomycin, produced by Streptomyces griseus.
Arabinose						3B				PUBDICT_GLYCONAVI_NAME	
Arcanose						3B				PUBDICT_GLYCONAVI_NAME	
Ascarylose						3B				PUBDICT_GLYCONAVI_NAME	
Bacillosamine						3B				PUBDICT_GLYCONAVI_NAME	
Beta Galoctose						3B	G65889KE			PUBDICT_GLYCAN_MOTIF	
Beta-linked galactose						3B	G65889KE			SUGARBIND	
Boivinose						3B				PUBDICT_GLYCONAVI_NAME	
cellobiose						3B	G55560AP			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
cellotriose						3B	G50026IZ			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
Chacotriose						3B				PUBDICT_GLYCONAVI_NAME	
Chalcose						3B				PUBDICT_GLYCONAVI_NAME	
Chitobios						3B	G07982RO			SUGARBIND; PUBDICT_GLYCAN_MOTIF	In many other species, splitting of the chitobiose linkage (GlcNAcβ1-4GlcNAc) uses the β-N-acetylhexosaminidase, mentioned below, as the last step in degradation.
chitobiose						3B				EOG_VARKI_4E	In many other species, splitting of the chitobiose linkage (GlcNAcβ1-4GlcNAc) uses the β-N-acetylhexosaminidase, mentioned below, as the last step in degradation.
Cladinose						3B				PUBDICT_GLYCONAVI_NAME	
Colitose						3B				PUBDICT_GLYCONAVI_NAME	
Cymarose						3B				PUBDICT_GLYCONAVI_NAME	
D-Fucitol						3B				PUBDICT_GLYCONAVI_NAME	
D-Galactosaminitol						3B				PUBDICT_GLYCONAVI_NAME	
Daunosamine						3B				PUBDICT_GLYCONAVI_NAME	
Desosamine						3B				PUBDICT_GLYCONAVI_NAME	
di-N-acetylbacillosamine		diNAcBac				3B				EOG_VARKI_4E	This alternate pathway has been thoroughly characterized in Neisseria species, in which multiple proteins (including pilin) are glycosylated with an oligosaccharide containing diNAcBac (or variants such as glyceramidoacetamidotrideoxyhexose or diacetamidodideoxyglucopyranose) at the reducing end, the same carbohydrate attached to Asn residues by the C. jejuni N-glycosylation pathway.
Diginose						3B				PUBDICT_GLYCONAVI_NAME	
Digitalose						3B				PUBDICT_GLYCONAVI_NAME	
Digitoxose						3B				PUBDICT_GLYCONAVI_NAME	
Disialylactose		DiSai				3B	G97569KL			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
Erythrose						3B				PUBDICT_GLYCONAVI_NAME	
Erythrulose						3B				PUBDICT_GLYCONAVI_NAME	
Evalose						3B				PUBDICT_GLYCONAVI_NAME	
Evernitrose						3B				PUBDICT_GLYCONAVI_NAME	
Forosamine						3B				PUBDICT_GLYCONAVI_NAME	
Fructose						3B				PUBDICT_GLYCONAVI_NAME	For example, people who lack fructoaldolase (aldolase B) accumulate fructose-1-phosphate, which ultimately causes ATP depletion and disrupts glycogen metabolism.
Fucosamine						3B				PUBDICT_GLYCONAVI_NAME	
Fucose		Fuc		L-Fucose		3B	G82576YO			SUGARBIND; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCONAVI_NAME	GDP-Fuc can also be synthesized directly from fucose.
galabiose		Ga2	Digalactoside			3B	G62763GO			EOG_VARKI_4E; SUGARBIND; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
Galactosamine						3B				PUBDICT_GLYCONAVI_NAME	Depressing glucosamine production in this way has a pleiotropic effect on glycan assembly because all of the major families contain N-acetylglucosamine or N-acetylgalactosamine.
Galactose		Gal				3B	G68158BT; G65889KE; G99053DY			SUGARBIND; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCONAVI_NAME	The most common form of galactosemia is caused by a deficiency of galactose-1-phosphate uridyltransferase (GALT).
galactose 3-O-sulfate						3B	G40843KY			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Galactose beta1		Gal beta1				3B	G68158BT			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GalNAc						3B	G39738WL			PUBDICT_GLYCOSMOS	An alternative is a chain composed of LacdiNAc glycan units [-3GalNAcβ1-4GlcNAcβ1-]n generated by the action of a β1-4GalNAc-transferase.
Garosamine						3B				PUBDICT_GLYCONAVI_NAME	
gellan						3B	G41181BF			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS	
Gentianose						3B				PUBDICT_GLYCONAVI_NAME	
gentiobiose						3B	G47329OU			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
Glucosamine						3B				PUBDICT_GLYCONAVI_NAME	Claims that glucosamine improves osteoarthritis symptoms and restores partially the structure of the eroded cushion in the knees are controversial.
Glucosaminitol						3B				PUBDICT_GLYCONAVI_NAME	
Glucose		Glc		D-Glucose		3B	G15021LG			SUGARBIND; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCONAVI_NAME	Glycogen is synthesized by the addition of single glucose units from UDP-Glc, and it is degraded by glycogen phosphorylase.
Glyceraldehyde						3B				PUBDICT_GLYCONAVI_NAME	Structures of glyceraldehyde and dihydroxyacetone.
Glycerone						3B				PUBDICT_GLYCONAVI_NAME	
GN						3B				PUBDICT_GLYCONAVI_NAME	For example, in the widely used nomenclature of Svennerholm, the ganglioside Galβ1-3GalNAcβ1-4(Neu5Acα2-3)Galβ1-4GlcβCer is designated “GM1” (Figure 11.3).
Gulose						3B				PUBDICT_GLYCONAVI_NAME	
Hamamelose						3B				PUBDICT_GLYCONAVI_NAME	
Idose						3B				PUBDICT_GLYCONAVI_NAME	
isomaltose						3B	G36281WI			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
isopanose						3B	G37117TJ			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
Kanosamine						3B				PUBDICT_GLYCONAVI_NAME	
Kansosamine						3B				PUBDICT_GLYCONAVI_NAME	
Kojibiose						3B				PUBDICT_GLYCONAVI_NAME	
L-Fucitol						3B				PUBDICT_GLYCONAVI_NAME	
Lac						3B	G84224TW			PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	The LacNAc units can sometimes be repeated, giving extended poly-N-acetyllactosamines (sometimes incorrectly called “polylactosamines”) (Chapter 14).
lactose						3B	G15541SE			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	However, even these diets do not prevent unexplained long-term complications, which include speech and learning disabilities and ovarian failure in females with galactosemia.
Lactotetraose	Lacto-N-tetraose	LNT				3B	G45827GY			SUGARBIND; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	This disaccharide is a substrate for an N-acetylgalactosaminyltransferase (B3GALNT2) that adds β1-3GalNAc to the GlcNAc.
Laminarabiose						3B				PUBDICT_GLYCONAVI_NAME	
Levoglucosan						3B				PUBDICT_GLYCONAVI_NAME	
Lyxose						3B				PUBDICT_GLYCONAVI_NAME	
maltose						3B	G44653LT			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
Mannosamine						3B				PUBDICT_GLYCONAVI_NAME	Mannosamine acts as a metabolic inhibitor that inhibits GPI anchor formation both in Trypanosoma brucei and in mammalian cells by the formation of ManNH2-Man-GlcNH2-PI.
Mannose		Man		Alpha-linked mannose		3B	G70323CJ			SUGARBIND; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCONAVI_NAME	W, tryptophan; S, serine; T, threonine; X, (more...) O-Mannose α-linked to protein was first identified in yeast in the 1950s (Chapter 23).
Mannotriose						3B	G17780OR; G47395XN; G28528AG			SUGARBIND	
Manα1-3Man disaccharide						3B				EOG_VARKI_4E	
melibiose						3B	G66481II; G86123DJ			PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
Muramic acid						3B				PUBDICT_GLYCONAVI_NAME	It usually consists of N-acetyl-L-talosaminuronic acid linked via a β1-3 linkage to N-acetyl-D-glucosamine, unlike murein, which contains alternating N–acetylmuramic acids linked via β1-4 linkage to GlcNAc.
Mycaminose						3B				PUBDICT_GLYCONAVI_NAME	
Mycarose						3B				PUBDICT_GLYCONAVI_NAME	
Mycinose						3B				PUBDICT_GLYCONAVI_NAME	
Mycosamine						3B				PUBDICT_GLYCONAVI_NAME	
N-acetyl-D-galactosamine		GalNAc				3B	G61418DU			SUGARBIND; PUBDICT_GLYCAN_MOTIF	An alternative is a chain composed of LacdiNAc glycan units [-3GalNAcβ1-4GlcNAcβ1-]n generated by the action of a β1-4GalNAc-transferase.
N-acetylgalactosamine		GalNAc				3B	G27025MB			SUGARBIND; PUBDICT_GLYCAN_MOTIF	An alternative is a chain composed of LacdiNAc glycan units [-3GalNAcβ1-4GlcNAcβ1-]n generated by the action of a β1-4GalNAc-transferase.
N-acetylglucosamine		GlcNAc				3B	G64581RP			SUGARBIND; PUBDICT_GLYCAN_MOTIF	N-acetylglucosamine N-deacetylase/N-sulfotransferases (NDST1-4) act on a subset of N-acetylglucosamine residues to generate N-sulfated glucosamine (GlcNSO3) units, many of which occur in clusters along the chain.
N-acetylneuraminic acid		NANA; NeuAc	Sialic Acid			3B	G81533KY; G50850NI			SUGARBIND; PUBDICT_GLYCAN_MOTIF	Although 5-N-acetylneuraminic acid (Neu5Ac, sometimes called “NANA”) is the most common sialic acid (Sia) in humans, the Sia family is comprised of related structures (Figure 15.1) that vary at the C-5 carbon, including 5-N-glycolylneuraminic acid (Neu5Gc) and 3-deoxy-D-glycero-D-galacto-non-2-ulosonic acid (also known as 3-deoxy-nonulosonic acid, 2-keto-3-deoxy-nononic acid, or Kdn) with a hydrox...
Neu5Ac						3B	G81533KY; G76685HR			PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	The evolutionary advantage of excluding Neu5Gc from this vital organ is unknown but may relate to selection pressure by unknown pathogens and/or selective roles of Neu5Ac in optimal brain development and function.
NeuAc						3B	G76685HR			PUBDICT_GLYCOSMOS	
NeuGca2-3I						3B	G72494BI			SUGARBIND	
NeuNAc						3B	G76685HR			PUBDICT_GLYCOSMOS	
Neuraminic acid						3B				PUBDICT_GLYCONAVI_NAME	Chemical structure of sialic acid (Neu5Ac, 2-deoxy-2,3-dehydro-N-acetyl neuraminic acid), DANA; 4-amino-DANA; 4-guanidino-DANA (Relenza, zanamivir); (3R, 4R, 5S)-4-acetamido-5-amino-3-(1-ethylpropoxyl)-1-cyclohexane-1-carboxylic (more...) A visual inspection of the X-ray structure of influenza neuraminidase with DANA bound showed that two glutamate residues lined a pocket near carbon 4 of the sial...
Nigerose						3B				PUBDICT_GLYCONAVI_NAME	
Nojirimycin						3B				PUBDICT_GLYCONAVI_NAME	N-Butylation of deoxynojirimycin makes this glucosidase inhibitor an inhibitor of glycolipid biosynthesis, which is discussed in more detail further below.
Noviose						3B				PUBDICT_GLYCONAVI_NAME	
O-acetylated sialic acids	O-acetylated Sias	O-Ac-SA				3B				EOG_VARKI_4E	
O-linked Glc-Gal disaccharide	O-Linked Glc-Gal					3B				EOG_VARKI_4E	O-Linked Glc-Gal disaccharides are added to hydroxylysine residues and play an important role in collagen fibril formation.
O-Mannose						3B	G23707SD; G70323CJ		GlycoMotif:GGM.001019	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF	W, tryptophan; S, serine; T, threonine; X, (more...) O-Mannose α-linked to protein was first identified in yeast in the 1950s (Chapter 23).
Oleandrose						3B				PUBDICT_GLYCONAVI_NAME	
oligogalacturonides						3B				EOG_VARKI_4E	
oligoglucosides						3B				EOG_VARKI_4E	
panose						3B	G44612JM			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
Paratose						3B				PUBDICT_GLYCONAVI_NAME	
Perosamine						3B				PUBDICT_GLYCONAVI_NAME	
Planteose						3B				PUBDICT_GLYCONAVI_NAME	
Pneumosamine						3B				PUBDICT_GLYCONAVI_NAME	
primeverose						3B	G82276DL			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
Psicose						3B				PUBDICT_GLYCONAVI_NAME	
Purpurosamine C						3B				PUBDICT_GLYCONAVI_NAME	
Quinovosamine						3B				PUBDICT_GLYCONAVI_NAME	
Quinovose						3B				PUBDICT_GLYCONAVI_NAME	
Rhamnitol						3B				PUBDICT_GLYCONAVI_NAME	
Rhamnosamine						3B				PUBDICT_GLYCONAVI_NAME	
Rhamnose						3B				PUBDICT_GLYCONAVI_NAME	Bacterial saccharides consist of diverse monosaccharides (Chapter 2) including 6-deoxy-hexoses like L-rhamnose or L-fucose as well as rare sugars that are often found at the terminal position of the oligosaccharide–lipid acceptors.
Rhodinose						3B				PUBDICT_GLYCONAVI_NAME	
Rhodosamine						3B				PUBDICT_GLYCONAVI_NAME	
Ribose						3B				PUBDICT_GLYCONAVI_NAME	Deoxygenation of ribose within a ribonucleotide to form the 2-deoxyribonucleotide is a critical reaction in DNA biosynthesis.
Ribulose						3B				PUBDICT_GLYCONAVI_NAME	
rutinose						3B	G68857PG			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	
Sai2-3Gal						3B	G77824XV; G30207PZ			SUGARBIND	
Sarmentose						3B				PUBDICT_GLYCONAVI_NAME	
Sedoheptulosan						3B				PUBDICT_GLYCONAVI_NAME	
Sedoheptulose						3B				PUBDICT_GLYCONAVI_NAME	
Sialic Acid						3B	G81533KY			PUBDICT_GLYCAN_MOTIF	Sialic acids (Sias) and other nonulosonic acids (NulOs).
Solatriose						3B				PUBDICT_GLYCONAVI_NAME	
Sophorose						3B				PUBDICT_GLYCONAVI_NAME	
Sorbose						3B				PUBDICT_GLYCONAVI_NAME	
Streptose						3B				PUBDICT_GLYCONAVI_NAME	
Sucrose						3B				PUBDICT_GLYCONAVI_NAME	Sucrose is the dominant transport carbohydrate for distributing the energy obtained by photosynthesis throughout the plant, in particular to nonphotosynthetic organs such as roots.
Tagatose						3B				PUBDICT_GLYCONAVI_NAME	
Talose						3B				PUBDICT_GLYCONAVI_NAME	
Threose						3B				PUBDICT_GLYCONAVI_NAME	
Trehalosamine						3B				PUBDICT_GLYCONAVI_NAME	
Turanose						3B				PUBDICT_GLYCONAVI_NAME	
Tyvelose						3B				PUBDICT_GLYCONAVI_NAME	
Xylose						3B				PUBDICT_GLYCONAVI_NAME	Biosynthesis of UDP-xylose and the branched sugar donor UDP-apiose from UDP-GlcA.
xyloside						3B				EOG_VARKI_4E	In general, cells incubated with xylosides secrete large amounts of individual glycosaminoglycan chains and accumulate proteoglycans containing truncated chains.
Xylulose						3B				PUBDICT_GLYCONAVI_NAME	
α,α-Trehalose						3B				PUBDICT_GLYCONAVI_NAME	
β-D-xyloside						3B				EOG_VARKI_4E	The success of β-D-xylosides in altering proteoglycan biosynthesis suggested that other glycosides might function similarly (Figure 55.5).
β-linked lactose						3B	G84224TW			PUBDICTIONARIES-GLYCAN-IMAGE	
As-Fibrinogen						3C				BIOOLIGO	
asialo-, agalacto-N-glycan from porcine fibrinogen						3C				BIOOLIGO	
Aspergillus fumigatus GPI oligosaccharide						3C				EOG_VARKI_4E	
di-sialylated N-glycan from porcine fibrinogen						3C				BIOOLIGO	
Galactosyl lactose						3C				BIOOLIGO	
Human milk oligosaccharide core	Milk Sugar Core		Human milk oligosaccharide			3C	G15541SE		GlycoMotif:GGM.001029	GLYCOMOTIF_GGM	
keratan sulfate–related glycan antigens	KS–related antigens					3C				EOG_VARKI_4E	
Leishmania lipophosphoglycan repeat unit						3C				EOG_VARKI_4E	
Leukocyte common antigen	CD45	LCA				3C	G78436BB; G50850NI			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
Leukosialin	Sialophorin; CD43	SPN				3C	G78436BB; G50850NI			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
MECA-79						3C	G22976NF			PUBDICT_GLYCAN_MOTIF	In contrast, the MECA-79 antibody recognizes extended core-1 O-glycans that contain internal GlcNAc-6-O-sulfate residues; it does not require either the fucose or sialic acid for recognition, but it does require the core-1 O-glycan.
Mono-sialylated N-glycan from porcine fibrinogen						3C				BIOOLIGO	
multiantennary complex-type N-glycan	multiantennary complex-type					3C				EOG_VARKI_4E	
N-glycan mixture from horseradish peroxidase						3C				BIOOLIGO	
O-GalNAc-linked sialoglycans						3C				EOG_VARKI_4E	
O-GlcNAc Core EGF Type						3C	G66213AR		GlycoMotif:GGM.001040	GLYCOMOTIF_GGM	
O-mannosyl glycan / mammalian						3C	G59126YU; G41959YC			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF	
O-mannosyl glycan / yeast						3C	G25559RS; G63072CF			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF	
tri-sialylated N-glycan from porcine fibrinogen						3C				BIOOLIGO	
2'F-A type 2						X				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
2'F-B type 2						X				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
Ascorbic acid						X				PUBDICT_GLYCONAVI_NAME	
cytolipin K						X	G00061MO	GSD000088	GlycoMotif:GGM.000070	GSD_GLYGEN_V0	
Glycerol						X				PUBDICT_GLYCONAVI_NAME	Glycoglycerolipids are distinguished from GSLs by their lipid, having glycans linked to the C-3 hydroxyl of diacylglycerol or alkyl(acyl)glycerol (Figure 11.1).
H3						X	G66086EX			SUGARBIND; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
Isolevoglucosenone						X				PUBDICT_GLYCONAVI_NAME	
Levoglucosenone						X				PUBDICT_GLYCONAVI_NAME	
Tartaric acid						X				PUBDICT_GLYCONAVI_NAME	
