#label	id	bgsl_curator_meta
Gal(b1-3)GalNAc	https://glytoucan.org/Structures/Glycans/G58645HA	"{""keep"": true, ""suggested_class"": ""2A""}"
Gal(b1-3)GalNAc	https://glytoucan.org/Structures/Glycans/G78436BB	"{""keep"": true, ""suggested_class"": ""2A""}"
Gal(b1-3) globoside	https://glytoucan.org/Structures/Glycans/G99053DY	"{""keep"": true, ""suggested_class"": ""1A""}"
Gal(b1-4)[Fuc(a1-3)]Glc(b1)	https://glytoucan.org/Structures/Glycans/G41323BT	"{""keep"": true, ""suggested_class"": ""2A""}"
Gal(b1-4)[Fuc(a1-3)]Glc(b1)	https://glytoucan.org/Structures/Glycans/G57548NB	"{""keep"": true, ""suggested_class"": ""2A""}"
Gal-CTH	https://glytoucan.org/Structures/Glycans/G91649BT	"{""keep"": true, ""suggested_class"": ""1B""}"
GalNAc(b1-3)Gal(b1-4)GlcNAc	https://glytoucan.org/Structures/Glycans/G61149BD	"{""keep"": true, ""suggested_class"": ""2A""}"
GalNAc(b1-4)Gal	https://glytoucan.org/Structures/Glycans/G60859DF	"{""keep"": true, ""suggested_class"": ""2A""}"
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1)	https://glytoucan.org/Structures/Glycans/G45058HZ	"{""keep"": true, ""suggested_class"": ""2A""}"
GalNAc(b1-4)[Neu5Gc(a2-3)]Gal(b1)	https://glytoucan.org/Structures/Glycans/G23581GL	"{""keep"": true, ""suggested_class"": ""2A""}"
GalNAc(b1-4)[Neu5Gc(a2-3)]Gal(b1)	https://glytoucan.org/Structures/Glycans/G29406SZ	"{""keep"": true, ""suggested_class"": ""2A""}"
GalNAc Disialyl Lc4	https://glytoucan.org/Structures/Glycans/G33532XU	"{""keep"": true, ""suggested_class"": ""1A""}"
GalNAc-GD1a	https://glytoucan.org/Structures/Glycans/G92175CL	"{""keep"": true, ""suggested_class"": ""1A""}"
Gangliotetraosylceramide	https://glytoucan.org/Structures/Glycans/G05357CB	"{""keep"": true, ""suggested_class"": ""1A""}"
Gangliotetraosylceramide	https://glytoucan.org/Structures/Glycans/G21856LC	"{""keep"": true, ""suggested_class"": ""1A""}"
Gangliotriaosylceramide	https://glytoucan.org/Structures/Glycans/G90562PB	"{""keep"": true}"
Gb3	https://glytoucan.org/Structures/Glycans/G00059MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Gb4	https://glytoucan.org/Structures/Glycans/G00061MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Gb5	https://glytoucan.org/Structures/Glycans/G19298OA	"{""keep"": true, ""suggested_class"": ""1A""}"
Gb5	https://glytoucan.org/Structures/Glycans/G99053DY	"{""keep"": true, ""suggested_class"": ""1A""}"
GD1a	https://glytoucan.org/Structures/Glycans/G46677TE	"{""keep"": true, ""suggested_class"": ""1A""}"
GD1a	https://glytoucan.org/Structures/Glycans/G69277LC	"{""keep"": true, ""suggested_class"": ""1A""}"
GD1 alpha (pentasaccharide)	https://glytoucan.org/Structures/Glycans/G07394RV	"{""keep"": true, ""suggested_class"": ""1A""}"
GD1b	https://glytoucan.org/Structures/Glycans/G37184KW	"{""keep"": true, ""suggested_class"": ""1A""}"
GD1b	https://glytoucan.org/Structures/Glycans/G97612UN	"{""keep"": true, ""suggested_class"": ""1A""}"
GD1c	https://glytoucan.org/Structures/Glycans/G81983KG	"{""keep"": true, ""suggested_class"": ""1A""}"
GD1 (GD1c)	https://glytoucan.org/Structures/Glycans/G81983KG	"{""keep"": true, ""suggested_class"": ""1A""}"
GD1	https://glytoucan.org/Structures/Glycans/G24638PB	"{""keep"": true, ""suggested_class"": ""1A""}"
GD1	https://glytoucan.org/Structures/Glycans/G81983KG	"{""keep"": true, ""suggested_class"": ""1A""}"
GD2	https://glytoucan.org/Structures/Glycans/G02657AK	"{""keep"": true, ""suggested_class"": ""1A""}"
GD2	https://glytoucan.org/Structures/Glycans/G41759HA	"{""keep"": true, ""suggested_class"": ""1A""}"
GD3	https://glytoucan.org/Structures/Glycans/G81928IQ	"{""keep"": true, ""suggested_class"": ""1A""}"
GD3	https://glytoucan.org/Structures/Glycans/G98544DH	"{""keep"": true, ""suggested_class"": ""1A""}"
Gg4Cer II3-sulfate	https://glytoucan.org/Structures/Glycans/G59508TM	"{""keep"": true}"
GH1ca	https://glytoucan.org/Structures/Glycans/G14091MR	"{""keep"": true, ""suggested_class"": ""1A""}"
GH1ca	https://glytoucan.org/Structures/Glycans/G86139YL	"{""keep"": true, ""suggested_class"": ""1A""}"
GL-6 fucosylated (globoH)	https://glytoucan.org/Structures/Glycans/G98465JN	"{""keep"": true, ""suggested_class"": ""1A""}"
GL-6 fucosylated	https://glytoucan.org/Structures/Glycans/G83120FP	"{""keep"": true, ""suggested_class"": ""1A""}"
GL-6 fucosylated	https://glytoucan.org/Structures/Glycans/G98465JN	"{""keep"": true, ""suggested_class"": ""1A""}"
GL-7 globoseries ganglioside	https://glytoucan.org/Structures/Glycans/G42784QY	"{""keep"": true, ""suggested_class"": ""1A""}"
GL-7 globoseries ganglioside (SSEA-4)	https://glytoucan.org/Structures/Glycans/G32254QI	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""GL-7 globoseries ganglioside""}"
GlcNAc(b1-3)Gal(b1-4)GlcNAc	https://glytoucan.org/Structures/Glycans/G48117BL	"{""keep"": true, ""suggested_class"": ""1A""}"
GlcNAc(b1-3)Gal	https://glytoucan.org/Structures/Glycans/G02880JU	"{""keep"": true, ""suggested_class"": ""2A""}"
globoH	https://glytoucan.org/Structures/Glycans/G98465JN	"{""keep"": true}"
Globoside	https://glytoucan.org/Structures/Glycans/G00061MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Globotetraosylceramide	https://glytoucan.org/Structures/Glycans/G04616ST	"{""keep"": true, ""suggested_class"": ""1A""}"
globotriaosylceramide	https://glytoucan.org/Structures/Glycans/G00059MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Glucomannan	https://glytoucan.org/Structures/Glycans/G88924MD	"{""keep"": true, ""suggested_class"": ""1C""}"
Glucose	https://glytoucan.org/Structures/Glycans/G15021LG	"{""keep"": true, ""suggested_class"": ""3B""}"
Glucosylceramide	https://glytoucan.org/Structures/Glycans/G71142DF	"{""keep"": true, ""suggested_class"": ""1A""}"
Glucronoarabinoxylan	https://glytoucan.org/Structures/Glycans/G54315VV	"{""keep"": true, ""suggested_class"": ""1C""}"
Glucronoxylan	https://glytoucan.org/Structures/Glycans/G94091AV	"{""keep"": true, ""suggested_class"": ""1C""}"
Glycosphingolipid Arthro series	https://glytoucan.org/Structures/Glycans/G00014MO	"{""keep"": true, ""suggested_class"": ""3A""}"
Glycosphingolipid Gala series	https://glytoucan.org/Structures/Glycans/G00016MO	"{""keep"": true, ""suggested_class"": ""3A""}"
Glycosphingolipid Ganglio series	https://glytoucan.org/Structures/Glycans/G00071MO	"{""keep"": true, ""suggested_class"": ""3A""}"
Glycosphingolipid Globo series	https://glytoucan.org/Structures/Glycans/G00072MO	"{""keep"": true, ""suggested_class"": ""3A""}"
Glycosphingolipid Isoglobo series	https://glytoucan.org/Structures/Glycans/G00012MO	"{""keep"": true, ""suggested_class"": ""3A""}"
Glycosphingolipid Lacto series	https://glytoucan.org/Structures/Glycans/G00069MO	"{""keep"": true, ""suggested_class"": ""3A""}"
Glycosphingolipid Mollu series	https://glytoucan.org/Structures/Glycans/G00015MO	"{""keep"": true, ""suggested_class"": ""3A""}"
Glycosphingolipid Muco series	https://glytoucan.org/Structures/Glycans/G00013MO	"{""keep"": true, ""suggested_class"": ""3A""}"
Glycosphingolipid Neo-lacto series	https://glytoucan.org/Structures/Glycans/G00070MO	"{""keep"": true, ""suggested_class"": ""3A""}"
GM1b	https://glytoucan.org/Structures/Glycans/G03277YI	"{""keep"": true, ""suggested_class"": ""1A""}"
GM1	https://glytoucan.org/Structures/Glycans/G46613JI	"{""keep"": true, ""suggested_class"": ""1A""}"
GM1	https://glytoucan.org/Structures/Glycans/G48558GR	"{""keep"": true, ""suggested_class"": ""1A""}"
GM2	https://glytoucan.org/Structures/Glycans/G61168WC	"{""keep"": true, ""suggested_class"": ""1A""}"
GM2	https://glytoucan.org/Structures/Glycans/G79389NT	"{""keep"": true, ""suggested_class"": ""1A""}"
GM3	https://glytoucan.org/Structures/Glycans/G56516VH	"{""keep"": true, ""suggested_class"": ""1A""}"
GM3	https://glytoucan.org/Structures/Glycans/G91237TK	"{""keep"": true, ""suggested_class"": ""1A""}"
GM4	https://glytoucan.org/Structures/Glycans/G30207PZ	"{""keep"": true, ""suggested_class"": ""1A""}"
GM4	https://glytoucan.org/Structures/Glycans/G77824XV	"{""keep"": true, ""suggested_class"": ""1A""}"
GP1ca	https://glytoucan.org/Structures/Glycans/G00552RX	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""GP1c-alpha""}"
GP1ca	https://glytoucan.org/Structures/Glycans/G16999RL	"{""keep"": true, ""suggested_class"": ""1A""}"
GP1c	https://glytoucan.org/Structures/Glycans/G04433GV	"{""keep"": true, ""suggested_class"": ""1A""}"
GP1c	https://glytoucan.org/Structures/Glycans/G26203DP	"{""keep"": true, ""suggested_class"": ""1A""}"
GP1c	https://glytoucan.org/Structures/Glycans/G77608BK	"{""keep"": true, ""suggested_class"": ""1A""}"
GP1c	https://glytoucan.org/Structures/Glycans/G93805MV	"{""keep"": true, ""suggested_class"": ""1A""}"
GPI anchor core	https://glytoucan.org/Structures/Glycans/G00045MO	"{""keep"": true, ""suggested_class"": ""1A""}"
GQ1aa	https://glytoucan.org/Structures/Glycans/G26199BG	"{""keep"": true, ""suggested_class"": ""1A""}"
GQ1aa	https://glytoucan.org/Structures/Glycans/G90598GO	"{""keep"": true, ""suggested_class"": ""1A""}"
GQ1ba	https://glytoucan.org/Structures/Glycans/G49791FJ	"{""keep"": true, ""suggested_class"": ""1A""}"
GQ1ba	https://glytoucan.org/Structures/Glycans/G54733XO	"{""keep"": true, ""suggested_class"": ""1A""}"
GQ1b alpha	https://glytoucan.org/Structures/Glycans/G54733XO	"{""keep"": true, ""suggested_class"": ""1A""}"
GQ1b	https://glytoucan.org/Structures/Glycans/G17077FL	"{""keep"": true, ""suggested_class"": ""1A""}"
GQ1b	https://glytoucan.org/Structures/Glycans/G18625KA	"{""keep"": true, ""suggested_class"": ""1A""}"
GQ1c	https://glytoucan.org/Structures/Glycans/G54442GQ	"{""keep"": true, ""suggested_class"": ""1A""}"
GQ1c	https://glytoucan.org/Structures/Glycans/G99524KA	"{""keep"": true, ""suggested_class"": ""1A""}"
GT1aa	https://glytoucan.org/Structures/Glycans/G02149VR	"{""keep"": true, ""suggested_class"": ""1A""}"
GT1aa	https://glytoucan.org/Structures/Glycans/G17486WU	"{""keep"": true, ""suggested_class"": ""1A""}"
GT1a alpha	https://glytoucan.org/Structures/Glycans/G02149VR	"{""keep"": true, ""suggested_class"": ""1A""}"
GT1a	https://glytoucan.org/Structures/Glycans/G68110IF	"{""keep"": true, ""suggested_class"": ""1A""}"
GT1a	https://glytoucan.org/Structures/Glycans/G93468NI	"{""keep"": true, ""suggested_class"": ""1A""}"
GT1b	https://glytoucan.org/Structures/Glycans/G05952XV	"{""keep"": true, ""suggested_class"": ""1A""}"
GT1b	https://glytoucan.org/Structures/Glycans/G40183QN	"{""keep"": true, ""suggested_class"": ""1A""}"
GT1c	https://glytoucan.org/Structures/Glycans/G50762GU	"{""keep"": true, ""suggested_class"": ""1A""}"
GT1c	https://glytoucan.org/Structures/Glycans/G78818SP	"{""keep"": true, ""suggested_class"": ""1A""}"
GT2	https://glytoucan.org/Structures/Glycans/G35228ZS	"{""keep"": true, ""suggested_class"": ""1A""}"
GT2	https://glytoucan.org/Structures/Glycans/G36476BA	"{""keep"": true, ""suggested_class"": ""1A""}"
GT3	https://glytoucan.org/Structures/Glycans/G33570YF	"{""keep"": true, ""suggested_class"": ""1A""}"
GT3	https://glytoucan.org/Structures/Glycans/G93899SO	"{""keep"": true, ""suggested_class"": ""1A""}"
H antigen	https://glytoucan.org/Structures/Glycans/G46868TY	"{""keep"": true, ""suggested_class"": ""1A""}"
H antigen (type 3)	https://glytoucan.org/Structures/Glycans/G94435QH	"{""keep"": true, ""suggested_class"": ""1A""}"
Heparin	https://glytoucan.org/Structures/Glycans/G00021MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Heparin	https://glytoucan.org/Structures/Glycans/G54161DR	"{""keep"": true, ""suggested_class"": ""1A""}"
HNK-1 antigen	https://glytoucan.org/Structures/Glycans/G53277CD	"{""keep"": true, ""suggested_class"": ""1A""}"
HNK-1 antigen	https://glytoucan.org/Structures/Glycans/G54406UD	"{""keep"": true, ""suggested_class"": ""1A""}"
HNK-1 antigen	https://glytoucan.org/Structures/Glycans/G89591DK	"{""keep"": true, ""suggested_class"": ""1A""}"
HNK-1	https://glytoucan.org/Structures/Glycans/G54406UD	"{""keep"": true, ""suggested_class"": ""1A""}"
HNK-1 on O-mannose	https://glytoucan.org/Structures/Glycans/G06898ZN	"{""keep"": true, ""suggested_class"": ""1A""}"
HNK-1 on O-mannose	https://glytoucan.org/Structures/Glycans/G60606QD	"{""keep"": true, ""suggested_class"": ""1A""}"
HNK-1 on O-mannose	https://glytoucan.org/Structures/Glycans/G82061CN	"{""keep"": true, ""suggested_class"": ""1A""}"
HNK-expressing SGLPG	https://glytoucan.org/Structures/Glycans/G10503MP	"{""keep"": true, ""suggested_class"": ""1A""}"
HNK-expressing SGLPG	https://glytoucan.org/Structures/Glycans/G43040ZY	"{""keep"": true, ""suggested_class"": ""1A""}"
Homogalacturonan	https://glytoucan.org/Structures/Glycans/G25318VQ	"{""keep"": true, ""suggested_class"": ""1C""}"
H type 1 Lewis b	https://glytoucan.org/Structures/Glycans/G14300ZJ	"{""keep"": true, ""suggested_class"": ""1A""}"
Hyaluronan	https://glytoucan.org/Structures/Glycans/G00017MO	"{""keep"": true, ""suggested_class"": ""1A""}"
I-active ganglioside	https://glytoucan.org/Structures/Glycans/G03067VG	"{""keep"": true, ""suggested_class"": ""1A""}"
I-Active ganglioside	https://glytoucan.org/Structures/Glycans/G28566CQ	"{""keep"": true, ""suggested_class"": ""1A""}"
i antigen	https://glytoucan.org/Structures/Glycans/G00058MO	"{""keep"": true, ""suggested_class"": ""1A""}"
I antigen	https://glytoucan.org/Structures/Glycans/G26929DQ	"{""keep"": true, ""suggested_class"": ""1A""}"
''I'' antigen	https://glytoucan.org/Structures/Glycans/G46055MA	"{""keep"": true, ""suggested_class"": ""1A""}"
I' antigen'	https://glytoucan.org/Structures/Glycans/G46055MA	"{""keep"": true, ""suggested_class"": ""1A""}"
I' antigen	https://glytoucan.org/Structures/Glycans/G46055MA	"{""keep"": true, ""suggested_class"": ""1A""}"
''I'' antigen	https://glytoucan.org/Structures/Glycans/G56045WU	"{""keep"": true, ""suggested_class"": ""1A""}"
I' antigen'	https://glytoucan.org/Structures/Glycans/G56045WU	"{""keep"": true, ""suggested_class"": ""1A""}"
I' antigen	https://glytoucan.org/Structures/Glycans/G56045WU	"{""keep"": true, ""suggested_class"": ""1A""}"
I Antigen	https://glytoucan.org/Structures/Glycans/G56045WU	"{""keep"": true, ""suggested_class"": ""1A""}"
I Antigen Like	https://glytoucan.org/Structures/Glycans/G96238FJ	"{""keep"": true, ""suggested_class"": ""1A""}"
"""II3Neu5GcGg4Cer, GM1(Gc)"""	https://glytoucan.org/Structures/Glycans/G24034CH	"{""keep"": true, ""suggested_class"": ""1A""}"
Internal Blood Group H	https://glytoucan.org/Structures/Glycans/G82749ZI	"{""keep"": true, ""suggested_class"": ""1A""}"
Internal Lewis x	https://glytoucan.org/Structures/Glycans/G64227KZ	"{""keep"": true, ""suggested_class"": ""1A""}"
Isoglobotetraosylceramide	https://glytoucan.org/Structures/Glycans/G19926LY	"{""keep"": true, ""suggested_class"": ""1A""}"
Isoglobotetraosylceramide	https://glytoucan.org/Structures/Glycans/G32862WC	"{""keep"": true, ""suggested_class"": ""1A""}"
Isoglobotetraosylceramide	https://glytoucan.org/Structures/Glycans/G57710SU	"{""keep"": true, ""suggested_class"": ""1A""}"
Isoglobotriaosylceramide	https://glytoucan.org/Structures/Glycans/G78074HX	"{""keep"": true}"
KDN-Gal	https://glytoucan.org/Structures/Glycans/G82612XX	"{""keep"": true, ""suggested_class"": ""2A""}"
KDN-Gal	https://glytoucan.org/Structures/Glycans/G82625KX	"{""keep"": true, ""suggested_class"": ""2A""}"
Keratansulfate	https://glytoucan.org/Structures/Glycans/G00020MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Keratan Sulfate	https://glytoucan.org/Structures/Glycans/G82109MW	"{""keep"": true, ""suggested_class"": ""1A""}"
LacdiNAc	https://glytoucan.org/Structures/Glycans/G00057MO	"{""keep"": true, ""suggested_class"": ""1B""}"
LacdiNAc	https://glytoucan.org/Structures/Glycans/G31736BK	"{""keep"": true, ""suggested_class"": ""1B""}"
LacNAc-Gal	https://glytoucan.org/Structures/Glycans/G06580KR	"{""keep"": true, ""suggested_class"": ""1B""}"
Lactogangliotetraosylceramide	https://glytoucan.org/Structures/Glycans/G62554JH	"{""keep"": true, ""suggested_class"": ""1A""}"
Lactogangliotetraosylceramide	https://glytoucan.org/Structures/Glycans/G85237WB	"{""keep"": true, ""suggested_class"": ""1A""}"
Lacto-N-Neotetraose	https://glytoucan.org/Structures/Glycans/G45827GY	"{""keep"": true, ""suggested_class"": ""1A""}"
Lacto-N-Neotetraose	https://glytoucan.org/Structures/Glycans/G48059CD	"{""keep"": true, ""suggested_class"": ""1A""}"
Lacto-N-Tetraose	https://glytoucan.org/Structures/Glycans/G45827GY	"{""keep"": true, ""suggested_class"": ""1A""}"
Lacto-N-Tetraose	https://glytoucan.org/Structures/Glycans/G48059CD	"{""keep"": true, ""suggested_class"": ""1A""}"
Lactosamine Like Structure	https://glytoucan.org/Structures/Glycans/G47428UI	"{""keep"": true}"
Lactosamine Type 1	https://glytoucan.org/Structures/Glycans/G00056MO	"{""keep"": true, ""suggested_class"": ""1B""}"
Lactosamine Type 2	https://glytoucan.org/Structures/Glycans/G00055MO	"{""keep"": true, ""suggested_class"": ""1B""}"
Lactosylceramide	https://glytoucan.org/Structures/Glycans/G20420WT	"{""keep"": true, ""suggested_class"": ""1A""}"
Lactosylceramide	https://glytoucan.org/Structures/Glycans/G74621DY	"{""keep"": true, ""suggested_class"": ""1A""}"
Lactosylceramide	https://glytoucan.org/Structures/Glycans/G84224TW	"{""keep"": true, ""suggested_class"": ""1A""}"
Lactotetraose	https://glytoucan.org/Structures/Glycans/G45827GY	"{""keep"": true}"
Lactotetraosylceramide	https://glytoucan.org/Structures/Glycans/G00049MO	"{""keep"": true, ""suggested_class"": ""1A"", ""notes"": ""Has related synonym Lewis C.""}"
Lactotriaosylceramide	https://glytoucan.org/Structures/Glycans/G87727XV	"{""keep"": true, ""suggested_class"": ""1A""}"
Lactotriaosylceramide (Lc3)	https://glytoucan.org/Structures/Glycans/G06239NA	"{""keep"": true, ""suggested_class"": ""1A"", ""preferred_label_override"": ""Lactotriaosylceramide""}"
Lc3	https://glytoucan.org/Structures/Glycans/G06239NA	"{""keep"": true, ""suggested_class"": ""1A""}"
LcGg4	https://glytoucan.org/Structures/Glycans/G62554JH	"{""keep"": true, ""suggested_class"": ""1A""}"
LcGg4	https://glytoucan.org/Structures/Glycans/G85237WB	"{""keep"": true, ""suggested_class"": ""1A""}"
Leb	https://glytoucan.org/Structures/Glycans/G39211DH	"{""keep"": true, ""suggested_class"": ""1A""}"
Leukocyte common antigen	https://glytoucan.org/Structures/Glycans/G50850NI	"{""keep"": true}"
Leukocyte common antigen	https://glytoucan.org/Structures/Glycans/G78436BB	"{""keep"": true}"
Leukosialin	https://glytoucan.org/Structures/Glycans/G50850NI	"{""keep"": true}"
Leukosialin	https://glytoucan.org/Structures/Glycans/G78436BB	"{""keep"": true}"
Lewis a (b1-3)Gal	https://glytoucan.org/Structures/Glycans/G28420BK	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis a	https://glytoucan.org/Structures/Glycans/G00047MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis a	https://glytoucan.org/Structures/Glycans/G39023AU	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis a- Lewis x Hybrid Antigen	https://glytoucan.org/Structures/Glycans/G07357YR	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis a/x Like structure	https://glytoucan.org/Structures/Glycans/G24566OP	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis b	https://glytoucan.org/Structures/Glycans/G00048MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis b/y Like	https://glytoucan.org/Structures/Glycans/G20009SF	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis C	https://glytoucan.org/Structures/Glycans/G00049MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis D	https://glytoucan.org/Structures/Glycans/G00050MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis x	https://glytoucan.org/Structures/Glycans/G00051MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis x	https://glytoucan.org/Structures/Glycans/G01187XC	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis X_Lewis X	https://glytoucan.org/Structures/Glycans/G79535HZ	"{""keep"": true}"
Lewis y (extended) / Hexasaccharide	https://glytoucan.org/Structures/Glycans/G69030AU	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis y (extended)	https://glytoucan.org/Structures/Glycans/G69030AU	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis y	https://glytoucan.org/Structures/Glycans/G00052MO	"{""keep"": true, ""suggested_class"": ""1A""}"
Lewis Y	https://glytoucan.org/Structures/Glycans/G89659QV	"{""keep"": true, ""suggested_class"": ""1A""}"
Lex_Lex	https://glytoucan.org/Structures/Glycans/G45673KX	"{""keep"": true, ""suggested_class"": ""1A""}"
Lex_Lex	https://glytoucan.org/Structures/Glycans/G79535HZ	"{""keep"": true, ""suggested_class"": ""1A""}"
Lex-Lex	https://glytoucan.org/Structures/Glycans/G79535HZ	"{""keep"": true, ""suggested_class"": ""1A""}"
Ley	https://glytoucan.org/Structures/Glycans/G00052MO	"{""keep"": true, ""suggested_class"": ""1A""}"
LN2	https://glytoucan.org/Structures/Glycans/G11259JT	"{""keep"": true, ""suggested_class"": ""1B""}"
"""LN2, I antigen"""	https://glytoucan.org/Structures/Glycans/G45207BM	"{""keep"": true, ""suggested_class"": ""1A""}"
LN3	https://glytoucan.org/Structures/Glycans/G85779MY	"{""keep"": true, ""suggested_class"": ""1B""}"
LPS core	https://glytoucan.org/Structures/Glycans/G00022MO	"{""keep"": true, ""suggested_class"": ""1B""}"
M3FX	https://glytoucan.org/Structures/Glycans/G26295XE	"{""keep"": true, ""suggested_class"": ""2D""}"
M3FX	https://glytoucan.org/Structures/Glycans/G47379VH	"{""keep"": true, ""suggested_class"": ""2D""}"
Mannose	https://glytoucan.org/Structures/Glycans/G70323CJ	"{""keep"": true, ""suggested_class"": ""3B""}"
MECA-79	https://glytoucan.org/Structures/Glycans/G22976NF	"{""keep"": true}"
Mono-fucosyl LN3	https://glytoucan.org/Structures/Glycans/G65223RT	"{""keep"": true, ""suggested_class"": ""1B""}"
Mono-fucosyl LN3	https://glytoucan.org/Structures/Glycans/G80291PD	"{""keep"": true, ""suggested_class"": ""1B""}"
Mono-fucosyl LN5	https://glytoucan.org/Structures/Glycans/G64227KZ	"{""keep"": true, ""suggested_class"": ""1B""}"
Mono-fucosyl LN5	https://glytoucan.org/Structures/Glycans/G93536PN	"{""keep"": true, ""suggested_class"": ""1B""}"
Mono-fucosyl LN	https://glytoucan.org/Structures/Glycans/G64227KZ	"{""keep"": true, ""suggested_class"": ""1B""}"
Mono-fucosyl LN	https://glytoucan.org/Structures/Glycans/G65223RT	"{""keep"": true, ""suggested_class"": ""1B""}"
Monosialodihexosylganglioside	https://glytoucan.org/Structures/Glycans/G91237TK	"{""keep"": true}"
Monosialogangliotetraosylceramide	https://glytoucan.org/Structures/Glycans/G48558GR	"{""keep"": true}"
Monosialylganglioside LSTb	https://glytoucan.org/Structures/Glycans/G72506RN	"{""keep"": true, ""suggested_class"": ""1A""}"
Monosialylganglioside LSTb	https://glytoucan.org/Structures/Glycans/G83513YI	"{""keep"": true, ""suggested_class"": ""1A""}"
Monosialyl Gb5	https://glytoucan.org/Structures/Glycans/G32254QI	"{""keep"": true, ""suggested_class"": ""1A""}"
Monosulfated gangliotetraosylceramide	https://glytoucan.org/Structures/Glycans/G57796RK	"{""keep"": true, ""suggested_class"": ""1A""}"
Monosulfated gangliotetraosylceramide	https://glytoucan.org/Structures/Glycans/G59736KH	"{""keep"": true, ""suggested_class"": ""1A""}"
Monosulfated gangliotetraosylceramide	https://glytoucan.org/Structures/Glycans/G96596OC	"{""keep"": true, ""suggested_class"": ""1A""}"
Mono-sulfated globopentaosylceramide	https://glytoucan.org/Structures/Glycans/G30925QW	"{""keep"": true, ""suggested_class"": ""1A""}"
Mono-sulfated globopentaosylceramide	https://glytoucan.org/Structures/Glycans/G57710SU	"{""keep"": true, ""suggested_class"": ""1A""}"
Mono-sulfated globotetraosylceramide	https://glytoucan.org/Structures/Glycans/G05297EK	"{""keep"": true, ""suggested_class"": ""1A""}"
Mono-sulfated globotetraosylceramide	https://glytoucan.org/Structures/Glycans/G44854SQ	"{""keep"": true, ""suggested_class"": ""1A""}"
Mono-sulfated globotetraosylceramide	https://glytoucan.org/Structures/Glycans/G50866KI	"{""keep"": true, ""suggested_class"": ""1A""}"
Mono-sulfated globotetraosylceramide	https://glytoucan.org/Structures/Glycans/G87212TR	"{""keep"": true, ""suggested_class"": ""1A""}"
N-acetyl-D-galactosamine	https://glytoucan.org/Structures/Glycans/G61418DU	"{""keep"": true}"
N-acetylgalactosamine	https://glytoucan.org/Structures/Glycans/G27025MB	"{""keep"": true, ""suggested_class"": ""3B""}"
N-Acetyl GD3	https://glytoucan.org/Structures/Glycans/G98544DH	"{""keep"": true, ""suggested_class"": ""1A""}"
N-acetylglucosamine	https://glytoucan.org/Structures/Glycans/G64581RP	"{""keep"": true, ""suggested_class"": ""3B""}"
N-Acetyl GM2	https://glytoucan.org/Structures/Glycans/G79389NT	"{""keep"": true, ""suggested_class"": ""1A""}"
N-Acetyl GM3	https://glytoucan.org/Structures/Glycans/G91237TK	"{""keep"": true, ""suggested_class"": ""1A""}"
N-acetylneuraminic acid	https://glytoucan.org/Structures/Glycans/G50850NI	"{""keep"": true, ""suggested_class"": ""3B""}"
N-acetylneuraminic acid	https://glytoucan.org/Structures/Glycans/G81533KY	"{""keep"": true, ""suggested_class"": ""3B""}"
Neolactohexosylceramide	https://glytoucan.org/Structures/Glycans/G84034JH	"{""keep"": true}"
Neo Lactosamine	https://glytoucan.org/Structures/Glycans/G00056MO	"{""keep"": true, ""suggested_class"": ""1B"", ""notes"": ""Has exact synonym Lactosamine Type 1.""}"
Neolactotetraosylceramide	https://glytoucan.org/Structures/Glycans/G58896AZ	"{""keep"": true, ""suggested_class"": ""1A""}"
Neolactotetrose	https://glytoucan.org/Structures/Glycans/G48059CD	"{""keep"": true}"
Neu5Ac(a2-3)Gal(b1-3)GalNAc	https://glytoucan.org/Structures/Glycans/G56299XO	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac(a2-3)Gal(b1-4)Glc	https://glytoucan.org/Structures/Glycans/G56516VH	"{""keep"": true, ""suggested_class"": ""2A""}"
Neu5Ac(a2-3)Gal(b1-4)GlcNAc	https://glytoucan.org/Structures/Glycans/G10203DW	"{""keep"": true, ""suggested_class"": ""2A""}"
