id	label	glytoucan_id	names	keywords	url	bgsl_curator_meta
GGM.000001	Type 2 LN	G00055MO	N-acetyllactosamine type 2	LacNAc|N-acetyllactosamine	https://glycomotif.glyomics.org/glycomotif/GGM.000001	"{""keep"": true, ""suggested_class"": ""1B"", ""notes"": ""Has exact synonym N-acetyllactosamine type 2. Has broad synonym N-acetyllactosamine.""}"
GGM.000002	Type 2 LN2	G00058MO	i antigen	LacNAc|N-acetyllactosamine|N-acetyllactosamine type 2	https://glycomotif.glyomics.org/glycomotif/GGM.000002	"{""keep"": true, ""suggested_class"": ""1B"", ""notes"": ""Has broad synonym i-antigen. Has broad synonym N-acetyllactosamine type 2.""}"
GGM.000003	I antigen	G56045WU			https://glycomotif.glyomics.org/glycomotif/GGM.000003	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000004	i antigen	G46055MA		LacNAc|N-acetyllactosamine|N-acetyllactosamine type 2	https://glycomotif.glyomics.org/glycomotif/GGM.000004	"{""keep"": true, ""suggested_class"": ""1A"", ""notes"": ""Has broad synonym N-acetyllactosamine type 2.""}"
GGM.000005	Type 1 LN	G00056MO		LacNAc|N-acetyllactosamine|N-acetyllactosamine type 1	https://glycomotif.glyomics.org/glycomotif/GGM.000005	"{""keep"": true, ""suggested_class"": ""1B"", ""notes"": ""Has exact synonym N-acetyllactosamine type 1. Has broad synonym N-acetyllactosamine.""}"
GGM.000006	Type 1 LN2	G43784HS		LacNAc|N-acetyllactosamine|N-acetyllactosamine type 1	https://glycomotif.glyomics.org/glycomotif/GGM.000006	"{""keep"": true, ""suggested_class"": ""1B"", ""notes"": ""Has broad synonym N-acetyllactosamine type 1.""}"
GGM.000007	Type 1 LN3	G17961XM		LacNAc|N-acetyllactosamine|N-acetyllactosamine type 1	https://glycomotif.glyomics.org/glycomotif/GGM.000007	"{""keep"": true, ""suggested_class"": ""1B"", ""notes"": ""Has broad synonym N-acetyllactosamine type 1.""}"
GGM.000008	Tn antigen	G57321FI			https://glycomotif.glyomics.org/glycomotif/GGM.000008	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000009	T antigen	G00031MO	TF antigen		https://glycomotif.glyomics.org/glycomotif/GGM.000009	"{""keep"": true, ""suggested_class"": ""1A"", ""notes"": ""Has exact synonym TF antigen.""}"
GGM.000010	H antigen (type 3)	G94435QH		Blood group H|Blood group type 3	https://glycomotif.glyomics.org/glycomotif/GGM.000010	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000011	A antigen (type 3)	G99315PE		Blood group A|Blood group type 3	https://glycomotif.glyomics.org/glycomotif/GGM.000011	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000012	Sialyl Tn antigen	G36123IU			https://glycomotif.glyomics.org/glycomotif/GGM.000012	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000013	Sialyl T antigen	G65562ZE			https://glycomotif.glyomics.org/glycomotif/GGM.000013	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000014	Di-sialyl T antigen	G01614ZM			https://glycomotif.glyomics.org/glycomotif/GGM.000014	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000015	a-Gal antigen	G24432YB	alpha-Gal antigen		https://glycomotif.glyomics.org/glycomotif/GGM.000015	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000016	LacdiNAc	G31736BK	LDN	LacdiNAc|N,N'-diacetyllactosediamine	https://glycomotif.glyomics.org/glycomotif/GGM.000016	"{""keep"": true, ""suggested_class"": ""1B"", ""notes"": ""Has definition N,N'-diacetyllactosediamine.""}"
GGM.000017	Fucosylated LDN	G02240AO	LDNF	LacdiNAc|N,N'-diacetyllactosediamine	https://glycomotif.glyomics.org/glycomotif/GGM.000017	"{""keep"": true, ""suggested_class"": ""1B"", ""notes"": ""Has abbreviation LDNF. Has broad synonym LacdiNAc.""}"
GGM.000018	Lewis x	G01187XC	Lex|SSEA-1|Le^x	Lewis x	https://glycomotif.glyomics.org/glycomotif/GGM.000018	"{""keep"": true, ""suggested_class"": ""1A"", ""notes"": ""Has related synonym SSEA-1.""}"
GGM.000019	Lewis y	G49963IQ	Ley|Le^y	Lewis y	https://glycomotif.glyomics.org/glycomotif/GGM.000019	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000020	Lewis a	G00047MO	Lea|Le^a	Lewis a	https://glycomotif.glyomics.org/glycomotif/GGM.000020	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000021	Lewis b	G39211DH	Leb|Le^b	Lewis b	https://glycomotif.glyomics.org/glycomotif/GGM.000021	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000022	Sialyl Lewis x	G00054MO	Slex|SLex|SLe^x	Lewis x	https://glycomotif.glyomics.org/glycomotif/GGM.000022	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000024	Sialyl Lewis a	G00053MO	Slea|CA19-9 antigen|SLea|SLe^a	Lewis a	https://glycomotif.glyomics.org/glycomotif/GGM.000024	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000025	6'-Sulfo-sialyl Lewis x	G00672PE	6'-Sulfo Sialyl Lewis x|6'-sulfo SLex|6'-sulfo SLe^x	Lewis x	https://glycomotif.glyomics.org/glycomotif/GGM.000025	"{""keep"": true, ""suggested_class"": ""1A"", ""notes"": ""Not to be confused with 6-Sulfo-sialyl Lewis x.""}"
GGM.000026	2,6-sialyl-Sulfo-LN	G43191LZ	6-sialyl-6-sulfo LN	LacNAc|N-acetyllactosamine	https://glycomotif.glyomics.org/glycomotif/GGM.000026	"{""keep"": true, ""suggested_class"": ""1B""}"
GGM.000027	6-Sulfo-sialyl Lewis x	G80722US	6-Sulfo Sialyl Lewis x|6-sulfo SLex|6-sulfo SLe^x	Lewis x	https://glycomotif.glyomics.org/glycomotif/GGM.000027	"{""keep"": true, ""suggested_class"": ""1A"", ""notes"": ""Not to be confused with 6'-Sulfo-sialyl Lewis x.""}"
GGM.000028	6,6'-bisSulfo-Lewis x	G00659GQ	6,6'-bissulfo Lex|6,6'-Disulfo Sialyl Lewis x|6,6'-bissulfo Le^x	Lewis x	https://glycomotif.glyomics.org/glycomotif/GGM.000028	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000029	3'-Sulfo-Lewis x	G12295TB	3'-Sulfo Lewis x|3'-sulfo Lex|3'-sulfo Le^x	Lewis x	https://glycomotif.glyomics.org/glycomotif/GGM.000029	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000030	3'-Sulfo-Lewis a	G78706CK	3'-Sulfo Lewis a|3'-Sulfo Lea|3'-Sulfo Le^a	Lewis a	https://glycomotif.glyomics.org/glycomotif/GGM.000030	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000031	Lex-Lex	G79535HZ	Le^x-Le^x	Lewis x	https://glycomotif.glyomics.org/glycomotif/GGM.000031	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000032	SDLex	G19619KS	SDLe^x	Lewis x	https://glycomotif.glyomics.org/glycomotif/GGM.000032	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000033	VIM-2	G22418PV			https://glycomotif.glyomics.org/glycomotif/GGM.000033	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000034	3-Sialyl-LN (type 2)	G10203DW		LacNAc|N-acetyllactosamine|N-acetyllactosamine type 2	https://glycomotif.glyomics.org/glycomotif/GGM.000034	"{""keep"": true, ""suggested_class"": ""1B""}"
GGM.000035	6-Sialyl-GalNAc	G73708UL	6-Sialyl LN (type 1)|6-Sialyl LN (type 2)		https://glycomotif.glyomics.org/glycomotif/GGM.000035	"{""keep"": true, ""suggested_class"": ""2A"", ""notes"": ""raw_synonyms manually removed.""}"
GGM.000036	Blood group H (type 2)	G61459JW		Blood group H|Blood group type 2	https://glycomotif.glyomics.org/glycomotif/GGM.000036	"{""keep"": true, ""suggested_class"": ""1A"", ""notes"": ""Has broad synonym Blood group H. Has broad synonym Blood group type 2.""}"
GGM.000037	Blood group B (type 2)	G94956AW		Blood group B|Blood group type 2	https://glycomotif.glyomics.org/glycomotif/GGM.000037	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000038	Blood group A (type 2)	G74353FF		Blood group A|Blood group type 2	https://glycomotif.glyomics.org/glycomotif/GGM.000038	"{""keep"": true, ""suggested_class"": ""1A""}"
GGM.000039	Blood group A (type 2) - Lewis y	G54826OZ	A-Ley|A-Le^y	Blood group A|Blood group type 2|Lewis y	https://glycomotif.glyomics.org/glycomotif/GGM.000039	"{""keep"": true, ""suggested_class"": ""1A""}"
